date,yhat,y_true,TICKER
2023-11-30,0.005464550652885618,0.003063,AAPL
2023-11-30,0.005464550652885618,0.003063,ALLY
2023-11-30,0.005464550652885618,0.003063,AMZN
2023-11-30,0.005464550652885618,0.003063,AXP
2023-11-30,0.005464550652885618,0.003063,BAC
2023-11-30,0.005464550652885618,0.003063,C
2023-11-30,0.005464550652885618,0.003063,CHTR
2023-11-30,0.005464550652885618,0.003063,COF
2023-11-30,0.005464550652885618,0.003063,CVX
2023-11-30,0.005464550652885618,0.003063,DVA
2023-11-30,0.005464550652885618,0.003063,ES
2023-11-30,0.005464550652885618,0.003063,FND
2023-11-30,0.005464550652885618,0.003063,FWONK
2023-11-30,0.005464550652885618,0.003063,JEF
2023-11-30,0.005464550652885618,0.003063,KHC
2023-11-30,0.005464550652885618,0.003063,KO
2023-11-30,0.005464550652885618,0.003063,KR
2023-11-30,0.005464550652885618,0.003063,LPX
2023-11-30,0.005464550652885618,0.003063,LSXMK
2023-11-30,0.005464550652885618,0.003063,MA
2023-11-30,0.005464550652885618,0.003063,MCO
2023-11-30,0.005464550652885618,0.003063,NVR
2023-11-30,0.005464550652885618,0.003063,OXY
2023-11-30,0.005464550652885618,0.003063,PARA
2023-11-30,0.005464550652885618,0.003063,SIRI
2023-11-30,0.005464550652885618,0.003063,SNOW
2023-11-30,0.005464550652885618,0.003063,TMUS
2023-11-30,0.005464550652885618,0.003063,V
2023-11-30,0.005464550652885618,0.003063,VRSN
2023-11-30,0.015464470056734927,0.020251,AAPL
2023-11-30,0.015464470056734927,0.020251,ALLY
2023-11-30,0.015464470056734927,0.020251,AMZN
2023-11-30,0.015464470056734927,0.020251,AXP
2023-11-30,0.015464470056734927,0.020251,BAC
2023-11-30,0.015464470056734927,0.020251,C
2023-11-30,0.015464470056734927,0.020251,CHTR
2023-11-30,0.015464470056734927,0.020251,COF
2023-11-30,0.015464470056734927,0.020251,CVX
2023-11-30,0.015464470056734927,0.020251,DVA
2023-11-30,0.015464470056734927,0.020251,ES
2023-11-30,0.015464470056734927,0.020251,FND
2023-11-30,0.015464470056734927,0.020251,FWONK
2023-11-30,0.015464470056734927,0.020251,JEF
2023-11-30,0.015464470056734927,0.020251,KHC
2023-11-30,0.015464470056734927,0.020251,KO
2023-11-30,0.015464470056734927,0.020251,KR
2023-11-30,0.015464470056734927,0.020251,LPX
2023-11-30,0.015464470056734927,0.020251,LSXMK
2023-11-30,0.015464470056734927,0.020251,MA
