date,TICKER,bm,pe_op_basic,pe_op_dil,roa,roe,roce,debt_assets,debt_capital,de_ratio,cash_ratio,quick_ratio,curr_ratio,inv_turn,at_turn,accrual,RET,vwretd,ewretd,sprtrn,market_cap,LME,LTurnover,DollarVolume,spread,Volatility,Beta,BetaSquared,idio_vol,r2_1,r12_2,r12_7,52_week_high,Rel_to_high,SUV,TB3MS,T10Y2Y,BAA10Y,Size,Momentum,ShortTermReversal
2015-06-30,AAPL,0.223,17.008,17.113,0.275,0.291,0.365,0.519,0.37,1.078,0.395,1.047,1.08,53.838,0.833,-0.092,-0.019019,-0.005829,-0.002778,-0.006318,643120129.22,741259441.92,1.400933677566666,6676645330.12,0.0253184039401284,0.0139474123730985,0.0149869373860118,0.0203270823859371,0.0097421711371159,-0.002007,0.046765,0.033115,647.34998,0.2012512613347111,0.4308579008667805,0.02,1.5885,2.691,20.436529421007197,-0.0863966761957313,-0.02713
2015-07-31,AAPL,0.223,18.052,18.164,0.275,0.291,0.365,0.519,0.37,1.078,0.395,1.047,1.08,53.838,0.833,-0.092,-0.014634,0.002975,0.004032,0.002658,682427475.68,752178958.73,1.1257824872284965,5565445019.525,0.0102509179926558,0.0074224357562233,0.0149869373860118,0.0203270823859371,0.0098928111008408,-0.017515,-0.020636,0.003566,133.0,0.9430451127819548,0.5205408556982045,0.02,1.675,2.7618181818181817,20.388631623125907,-0.1060291537308627,-0.011383
2015-08-31,AAPL,0.228,4.299,4.328,0.306,0.317,0.407,0.484,0.323,0.938,0.604,1.248,1.282,57.818,0.867,-0.115,-0.014991,-0.000764,0.002575,-0.002272,748247186.3274801,722303640.0,1.4256749183764323,5201969058.9,0.0075119598307832,0.0162395892217785,0.0149869373860118,0.0203270823859371,0.0088873294319828,-0.005041,-0.034306,-0.0119039999999999,133.0,0.91203007518797,-0.2537318358780414,0.03,1.656818181818182,2.877272727272727,20.354720978626652,-0.075587011401961,0.007187
2015-09-30,AAPL,0.228,4.164,4.192,0.306,0.317,0.407,0.484,0.323,0.938,0.604,1.248,1.282,57.818,0.867,-0.115,-0.015352,-0.007265,0.001207,-0.008392,724773393.64,691740178.6,2.324530667358867,6340445523.88,0.014226912062081,0.0277686417939657,0.0149869373860118,0.0203270823859371,0.019451466727729,0.003277,-0.011595,-0.0827239999999999,133.0,0.8478195488721805,-0.4654398513975656,0.07,1.4695238095238097,3.020952380952381,20.281715828922557,-0.0859050407496293,-0.008744
2015-10-31,AAPL,0.228,4.188,4.217,0.306,0.317,0.407,0.484,0.323,0.938,0.604,1.248,1.282,57.818,0.867,-0.115,-0.02713,0.01943,0.014167,0.019076,721149091.7,643038932.72,1.8802907156579296,7331975539.9,0.0223369973071999,0.0187890123027571,0.0149869373860118,0.0203270823859371,0.0143649583802567,-0.030061,-0.054494,-0.0161829999999999,133.0,0.8293233082706767,0.8414377760757998,0.02,1.4595238095238094,3.1680952380952383,20.259658088936103,-0.0959607002125439,-0.004678
2015-11-30,AAPL,0.213,3.996,4.026,0.316,0.342,0.43,0.504,0.348,1.016,0.531,1.155,1.189,56.801,0.868,-0.12,-0.011383,-0.004004,-0.001223,-0.00481,750709577.84,624904276.76,1.6815151281218763,5899147853.0,0.021297192642788,0.0169147620208223,0.0149869373860118,0.0203270823859371,0.0112959843931387,0.010564,0.0918409999999999,0.047319,133.0,0.8984962406015038,0.1109332749108728,0.02,1.4252380952380952,3.2714285714285714,20.317178617116873,-0.0943165592976168,0.01137
2015-12-31,AAPL,0.213,3.847,3.876,0.316,0.342,0.43,0.504,0.348,1.016,0.531,1.155,1.189,56.801,0.868,-0.12,0.007187,-0.003859,-0.000273,-0.004641,715599795.0,671994645.43,1.1921989132627009,4635033630.5,0.0202544358888517,0.0146529573313806,0.0149869373860118,0.0203270823859371,0.0143432557566239,-0.001864,0.0158569999999999,0.023888,133.0,0.8894736842105263,0.2601943109422965,0.12,1.378421052631579,3.194736842105263,20.30708601672965,-0.1015282285802645,-0.008546
2016-01-31,AAPL,0.213,3.721,3.748,0.316,0.342,0.43,0.504,0.348,1.016,0.531,1.155,1.189,56.801,0.868,-0.12,-0.008744,-0.008181,-0.002015,-0.009412,691740178.6,654209339.54,1.358766807922725,4306956682.16,0.0165485636695379,0.0159931442920001,0.0149869373860118,0.0203270823859371,0.0143949673358775,-0.013059,-0.0456909999999999,-0.0469349999999999,133.0,0.7914285714285715,0.0841958718338285,0.23,1.26,3.2122727272727274,20.184748138632408,-0.0802997045640333,0.004159
2016-02-29,AAPL,0.21,3.229,3.251,0.319,0.355,0.429,0.524,0.37,1.1,0.48,1.08,1.114,56.677,0.873,-0.121,-0.004678,0.024547,0.022985,0.02476,643038932.72,602907516.38,2.2173494071309725,6270341630.04,0.0237643904017754,0.0269705134086527,0.0149869373860118,0.0203270823859371,0.0152905642462071,0.007172,-0.05577,-0.03641,133.0,0.7318796992481204,0.0583225600020649,0.26,1.1857894736842105,3.3626315789473686,20.10654197745855,-0.0845567552918677,-0.019195
2016-03-31,AAPL,0.221,36.21857142857143,39.02928571428571,0.072,0.023,0.078,0.576,0.498,1.373,0.823,1.308,1.755,5.057,0.285,-0.034,0.01137,-0.005893,0.001118,-0.008121,629010236.6,521689814.47,1.6791888104811286,3405061823.13,0.022791717939115,0.0147572226166679,0.0149869373860118,0.0203270823859371,0.0165472596023298,0.00155,0.0287679999999999,0.019318,132.64999,0.7289107221191649,-0.691326540141393,0.31,1.046,3.559,20.099841957548698,-0.0385229273807692,0.034541
2016-04-30,AAPL,0.2,39.453857142857146,41.70242857142857,0.072,0.023,0.078,0.576,0.498,1.373,0.823,1.308,1.755,5.057,0.285,-0.034,-0.008546,-0.000869,0.001595,-0.00204,666252054.5,557396928.99,1.2484035196621688,2821979216.0699997,0.0338059437913113,0.0099423439151095,0.0149869373860118,0.0203270823859371,0.0092974413274721,0.017459,0.0671939999999999,0.040469,132.64999,0.8216359458451523,-0.9736461292689887,0.29,1.014090909090909,3.244545454545454,20.207588176967626,-0.025748775537669,-0.00227
2016-05-31,AAPL,0.233,12.748,12.831,0.313,0.388,0.431,0.589,0.456,1.434,0.516,1.08,1.109,58.112,0.895,-0.107,0.004159,-0.004465,-0.003775,-0.005063,659561657.3,597095829.54,1.4630857741428531,6441291136.9,0.0093244355059878,0.0179058963255418,0.0149869373860118,0.0203270823859371,0.0311614862350772,-0.030566,-0.163689,-0.0551829999999999,132.53999,0.7072582395698084,1.3419695925980806,0.23,1.0371428571428571,2.98,20.05667065047467,-0.0037906448534198,-0.005203
2016-06-30,AAPL,0.233,11.343,11.416,0.313,0.388,0.431,0.589,0.456,1.434,0.516,1.08,1.109,58.112,0.895,-0.107,-0.019195,-0.000348,0.00328,-0.001,583612701.62,513453819.5,1.7555864047866918,4224798190.32,0.0236073278854883,0.0131963721824957,0.0149869373860118,0.0203270823859371,0.0137884785576292,-0.000598,0.106275,0.053423,132.07001,0.7561141246222364,0.0944152955963702,0.27,0.99,2.8704761904761904,20.11991486305257,-0.0039024973083353,-0.011494
2016-07-31,AAPL,0.233,10.489,10.557,0.313,0.388,0.431,0.589,0.456,1.434,0.516,1.08,1.109,58.112,0.895,-0.107,0.034541,0.013181,0.009829,0.013565,539709709.22,539307265.5,1.394067901723827,3433986129.2,0.0122302521857786,0.011685389230168,0.0149869373860118,0.0203270823859371,0.0163136904338374,0.008655,-0.0308759999999999,-0.0194699999999999,132.07001,0.7238585050459222,0.1919784427157601,0.27,0.9127272727272728,2.880909090909091,20.060815789124717,-0.0158396021930177,-0.004883
2016-08-31,AAPL,0.257,2.569,2.583,0.303,0.362,0.405,0.551,0.407,1.226,0.525,1.052,1.085,55.875,0.839,-0.077,-0.00227,0.00263,0.003096,0.001631,536105730.27,509114776.00000006,1.4180321216998029,2890231836.48,0.0097778722499734,0.0163832922379863,0.0149869373860118,0.0203270823859371,0.0163976695984213,0.013502,0.076808,0.026349,122.57,0.8502080443828016,-0.4435385503406626,0.3,0.8314999999999999,2.7145,20.146175126884454,0.0054628116086103,0.012712
2016-09-30,AAPL,0.257,2.896,2.911,0.303,0.362,0.405,0.551,0.407,1.226,0.525,1.052,1.085,55.875,0.839,-0.077,-0.005203,-0.002578,-0.00381,-0.002376,597095829.54,562984524.64,0.9939838317187034,3147181276.6,0.0197077164754604,0.0065194351789577,0.0149869373860118,0.0203270823859371,0.0141210530995979,-0.007676,-0.032176,-0.0057299999999999,122.57,0.8656278045198662,0.7686042396963497,0.3,0.8191304347826087,2.6839130434782605,20.164149078500056,0.0089297784489303,-0.001246
2016-10-31,AAPL,0.257,2.49,2.504,0.303,0.362,0.405,0.551,0.407,1.226,0.525,1.052,1.085,55.875,0.839,-0.077,-0.011494,0.00783,0.007534,0.007968,513453819.5,571713802.3,1.6968427333698466,4112652619.95,0.0087639643579305,0.0170429776002965,0.0149869373860118,0.0203270823859371,0.0151300747119856,-0.015533,0.0046489999999999,0.025873,122.57,0.9223300970873788,-0.3971151955235539,0.29,0.8595238095238096,2.680952380952381,20.2275972316041,-0.0014720634090321,0.000943
2016-11-30,AAPL,0.257,2.78,2.796,0.279,0.34,0.364,0.567,0.431,1.307,0.585,1.085,1.117,54.95,0.781,-0.059,-0.004883,0.00043,-0.001156,-0.000122,546975660.5,609163481.15,1.1295066764361306,2999658448.92,0.013945019318737,0.0082009901205826,0.0149869373860118,0.0203270823859371,0.0117405116957087,-0.006639,-0.027858,-0.0032259999999999,122.57,0.9263278126784696,-0.4989339520512036,0.33,0.9215,2.612,20.22145085847595,0.0149452427840635,0.007755
2016-12-31,AAPL,0.96,35.636,35.636,0.049,0.014,0.065,0.393,0.407,1.092,0.155,0.512,0.512,4.5,0.166,-0.036,0.012712,-0.001561,-0.000985,-0.002653,515586573.99999994,605430818.02,1.1978764053864903,3996652754.16,0.0090577320494218,0.0128545264049181,0.0149869373860118,0.0203270823859371,0.016441594361207,-0.000986,0.028467,0.030857,119.03,0.9285054188019828,0.3334320124069622,0.45,1.1625,2.566,20.19449216078859,0.0091415646971608,-0.001583
2017-01-31,AAPL,0.96,40.625,40.625,0.049,0.014,0.065,0.393,0.407,1.092,0.155,0.512,0.512,4.5,0.166,-0.036,-0.001246,-0.004036,-0.001826,-0.004637,561529645.03,589327232.76,1.0363648819343252,3542735168.7,0.0173506540207669,0.0071574369528631,0.0149869373860118,0.0203270823859371,0.010231602649268,-0.000257,0.01337,0.01614,118.25,0.9794503171247356,0.347246705103457,0.51,1.2952380952380953,2.335238095238095,20.227263551162885,0.0202134621464051,-0.008434
2017-02-28,AAPL,0.293,3.095,3.113,0.253,0.32,0.326,0.578,0.45,1.367,0.664,1.14,1.17,54.854,0.736,-0.052,0.000943,0.000839,0.003957,-0.00089,571713802.3,622440896.49,0.9541995639252504,5970540500.55,0.0060768405568081,0.0052427698211316,0.0149869373860118,0.0203270823859371,0.0297489790202048,-0.002624,0.01993,0.006975,121.95,0.995079950799508,2.7551322918832017,0.51,1.226,2.228,20.27175830185402,-0.0215372053930082,-0.007796
2017-03-31,AAPL,0.293,3.298,3.317,0.253,0.32,0.326,0.578,0.45,1.367,0.664,1.14,1.17,54.854,0.736,-0.052,0.007755,-0.004647,-0.009037,-0.002578,609163481.15,639815553.0,1.0254244585392254,3216929281.34948,0.0061488009838081,0.0136951697649976,0.0149869373860118,0.0203270823859371,0.0164430538432304,0.001976,0.033669,0.024751,137.11,0.9991248632484866,-0.4457800969927118,0.52,1.2178947368421054,2.2221052631578946,20.392987373142734,-0.0215685874396818,-0.002302
2017-04-30,AAPL,0.293,3.312,3.332,0.253,0.32,0.326,0.578,0.45,1.367,0.664,1.14,1.17,54.854,0.736,-0.052,-0.001583,-0.001095,0.002222,-0.002255,605430818.02,729059250.8654001,0.6856294291673225,2824599965.66,0.0108845163991303,0.007155835968671,0.0149869373860118,0.0203270823859371,0.0135987532676988,-0.001318,0.024828,0.003474,144.12,0.9968082153760754,-0.5782233778243301,0.74,1.168695652173913,2.2,20.432736224631796,-0.0160203885626719,0.000438
2017-05-31,AAPL,0.256,13.332,13.413,0.226,0.307,0.298,0.601,0.492,1.508,0.85,1.326,1.353,54.263,0.703,-0.066,-0.008434,-0.002611,-0.004225,-0.001913,589327232.76,756131344.8000001,0.5492767279867962,3082205612.13642,0.0090378890073037,0.0057699258172737,0.0149869373860118,0.0203270823859371,0.0146138244389374,0.000766,0.015345,0.005827,144.77,0.9922635214478136,0.5468807718617528,0.8,1.0563157894736843,2.272105263157895,20.434206902203428,-0.0064464295752664,-0.001876
2017-06-30,AAPL,0.256,13.971,14.056,0.226,0.307,0.298,0.601,0.492,1.508,0.85,1.326,1.353,54.263,0.703,-0.066,-0.007796,-0.000326,-0.00071,-0.00046,608960249.12,764244667.2,0.8138205206962025,3745209953.390439,0.0153339945463445,0.0120628476562935,0.0149869373860118,0.0203270823859371,0.0158949319717859,0.000391,-0.0149579999999999,-0.0128899999999999,156.10001,0.9786033325686524,-0.3573605628091798,0.89,1.0018181818181815,2.245909090909091,20.495695183286927,-0.0025435710101026,-0.000974
2017-07-31,AAPL,0.256,14.638,14.727,0.226,0.307,0.298,0.601,0.492,1.508,0.85,1.326,1.353,54.263,0.703,-0.066,-0.002302,0.001446,0.001301,0.001533,636667629.0,798655959.0616,0.8367904282405207,3315932898.28,0.00726558664703,0.0144185151709255,0.0149869373860118,0.0203270823859371,0.0146124417845732,-0.014743,-0.0093339999999999,0.003813,156.10001,0.922613650056781,-0.6972537133624795,0.98,0.8445454545454546,2.183181818181818,20.428293258072017,-0.0208968670091602,-0.005922
2017-08-31,AAPL,0.262,4.077,4.101,0.228,0.297,0.286,0.59,0.474,1.441,0.808,1.263,1.293,55.187,0.69,-0.065,0.000438,-0.000859,-0.001476,-0.000728,718723567.0654001,749124479.0616,0.5943804700625545,2951990065.3999996,0.0198322953272328,0.0079156576777329,0.0149869373860118,0.0203270823859371,0.0339772923436943,-0.00704,0.012016,0.016854,156.10001,0.9527866141712612,-0.2290370451414913,1.07,0.9455,2.0715,20.45959238443812,-0.0173559344908795,0.002366
2017-09-30,AAPL,0.262,4.276,4.301,0.228,0.297,0.286,0.59,0.474,1.441,0.808,1.263,1.293,55.187,0.69,-0.065,-0.001876,0.006903,0.006717,0.005721,747867382.9,811663927.92,0.6855721732342968,4392755744.0,0.0227279921496629,0.0117990125272592,0.0149869373860118,0.0203270823859371,0.0155754700863841,0.002701,0.011214,-0.0097419999999999,164.0,1.0,0.1552785103055244,1.01,0.8739130434782609,2.100869565217391,20.55732623065781,-0.0233385258424475,-0.005151
2017-10-31,AAPL,0.262,4.275,4.301,0.228,0.297,0.286,0.59,0.474,1.441,0.808,1.263,1.293,55.187,0.69,-0.065,-0.000974,0.003328,0.002609,0.003705,748968063.8616,843740045.45228,0.8383228374811146,4053326717.2,0.0078407350689125,0.0103567129792328,0.0149869373860118,0.0203270823859371,0.0153219445572151,-0.00616,-0.040031,-0.0395919999999999,164.05,0.9394696738799146,-0.4883818145464836,1.03,0.8175000000000001,2.1015,20.487606916756445,-0.0269980201901995,0.003979
2017-11-30,AAPL,0.217,4.436,4.467,0.221,0.296,0.277,0.597,0.484,1.48,0.833,1.287,1.318,52.323,0.682,-0.064,-0.005922,0.00203,0.004483,0.000944,796466146.2615999,788460975.8100001,0.6159941898215631,6094226000.60022,0.0112641208451345,0.0122982653953397,0.0149869373860118,0.0203270823859371,0.0131284421730726,0.022508,0.061527,-0.0047669999999999,169.03999,1.0,1.3876050155642703,1.07,0.8104761904761905,1.9557142857142855,20.581591724045325,-0.0201148110867924,0.00548
2017-12-31,AAPL,0.052,66.542,68.877,0.141,0.29,0.169,0.835,0.798,5.061,0.002,0.16,1.296,2.078,1.321,-0.033,0.002366,0.007237,0.002285,0.008191,744552003.6400001,867904049.1368799,0.6931665241086108,7137367586.17541,0.0161020874363728,0.0117131172582392,0.0149869373860118,0.0203270823859371,0.0128684344995001,-0.020743,-0.025384,-0.0043219999999999,176.24001,0.9750907867061512,1.2673466236300084,1.23,0.6566666666666666,1.9155,20.598078471381243,0.0019709140056585,0.013915
2018-01-31,AAPL,0.055,58.678,60.737,0.141,0.29,0.169,0.835,0.798,5.061,0.002,0.16,1.296,2.078,1.321,-0.033,-0.005151,-0.00475,-0.002981,-0.005183,768224360.4399999,870163197.76,0.6590055698473257,4400093722.559999,0.0338743824982356,0.0094705981837418,0.0149869373860118,0.0203270823859371,0.0150458422257942,0.002814,-0.003066,0.015529,176.42,0.9592449835619544,0.0351821659428762,1.32,0.5585,1.821,20.573468568617223,0.0239653088146323,0.013984
2018-02-28,AAPL,0.218,4.628,4.654,0.217,0.298,0.273,0.604,0.495,1.528,0.854,1.303,1.338,46.686,0.671,-0.053,0.003979,0.000149,-0.002694,0.000489,847097392.0,860882486.88,0.7663675171173091,5438128921.50983,0.008063329507666,0.0094614815580692,0.0149869373860118,0.0203270823859371,0.016483270409636,-0.005894,-0.058125,-9.099999999999264e-05,179.25999,0.9340064673661982,0.2239117518383326,1.41,0.5519047619047619,1.6723809523809523,20.56020787496128,0.0152292055963942,-0.010814
2018-03-31,AAPL,0.218,4.349,4.373,0.217,0.298,0.273,0.604,0.495,1.528,0.854,1.303,1.338,46.686,0.671,-0.053,0.00548,-0.011036,-0.009711,-0.011096,790050098.12,852231274.2201301,1.1864693077888884,6729753886.2,0.0183257118783704,0.0222048568110672,0.0149869373860118,0.0203270823859371,0.0125776666061461,-0.003241,0.133453,0.095711,179.25999,0.9936405775767364,-0.6219292275270362,1.57,0.6836842105263158,1.65,20.622100061672786,0.017580461815537,0.002755
2018-04-30,AAPL,0.218,4.77,4.797,0.217,0.298,0.273,0.604,0.495,1.528,0.854,1.303,1.338,46.686,0.671,-0.053,0.013915,0.013458,0.009276,0.01377,867904049.1368799,903783195.56,0.7918229355399545,6417493559.9,0.0143030958051915,0.0167524754623246,0.0149869373860118,0.0203270823859371,0.0166613149984219,-0.011049,-0.075631,-0.049126,181.72,0.9232885758309488,0.7038888766073823,1.7,0.5666666666666667,1.7976190476190477,20.5361936384542,0.0179495182926652,-0.001514
2018-05-31,AAPL,0.21,18.538,18.659,0.203,0.302,0.264,0.643,0.551,1.8,0.736,1.228,1.276,37.684,0.658,-0.044,0.013984,-0.007258,-0.004782,-0.008188,882331568.54312,829383853.96,0.8033148907093778,7008818960.53136,0.0286432017907338,0.0164874769146321,0.01237419602993,0.0001531207273871,0.0151833232777968,-0.01157,-0.068711,-0.048166,181.72,0.909421032357473,1.2642732944090416,1.76,0.4847619047619047,1.8000000000000005,20.515350319245915,0.0268988855955825,0.007809
2018-06-30,AAPL,0.21,18.256,18.375,0.203,0.302,0.264,0.643,0.551,1.8,0.736,1.228,1.276,37.684,0.658,-0.044,-0.010814,-0.00649,-0.003034,-0.00688,860882486.88,831149884.95138,0.6829472003514804,5133022711.05,0.0234998654587854,0.0104065590828446,0.0347084273788551,0.0012046749311132,0.0154763811981098,-0.002129,-0.003289,-0.005136,190.03999,0.9833193529425044,0.4572340870612518,1.86,0.4659090909090909,1.8477272727272729,20.63824357641775,0.0517264019639198,0.018112
2018-07-31,AAPL,0.21,18.061,18.179,0.203,0.302,0.264,0.643,0.551,1.8,0.736,1.228,1.276,37.684,0.658,-0.044,0.002755,0.001584,0.002636,0.000758,849541945.84987,918491838.06,0.5744343326059408,4183013969.500001,0.011165424579961,0.0078125401011181,0.0181386152979267,0.0003290093649261,0.0139036879399761,0.007276,-0.027218,-0.027653,193.98,0.9542736364573668,-0.2143408206945042,1.9,0.379047619047619,1.9223809523809523,20.613978026072584,0.0457184314445238,-0.00336
2018-08-31,AAPL,0.164,4.323,4.353,0.214,0.311,0.273,0.63,0.533,1.703,0.795,1.271,1.313,35.831,0.654,-0.04,-0.001514,0.005536,0.0055,0.004885,903783195.56,896472365.8700001,0.437902078129341,7499983103.4656,0.0231288840853823,0.0096356391610575,-0.0351487041108749,0.0012354314006738,0.0200015628517374,-0.005603,-0.007164,0.0015179999999999,194.82001,0.9767476657043596,3.2618732331585347,1.96,0.2823809523809523,1.9023809523809525,20.63889087636296,0.0489233354022844,-0.002102
2018-09-30,AAPL,0.164,4.072,4.1,0.214,0.311,0.273,0.63,0.533,1.703,0.795,1.271,1.313,35.831,0.654,-0.04,0.007809,0.000301,0.003133,0.000134,829383853.96,1001678353.14,0.5693638424072932,9865516751.09,0.0392923925502803,0.0076233531101547,0.0151559114656102,0.0002297016523534,0.0100893479820252,0.009194,0.0685629999999999,0.02502,227.63,1.0,1.9817140053797055,2.03,0.2534782608695652,1.8769565217391304,20.81806320835971,0.0468567878376182,0.002001
2018-10-31,AAPL,0.164,4.011,4.039,0.214,0.311,0.273,0.63,0.533,1.703,0.795,1.271,1.313,35.831,0.654,-0.04,0.018112,9e-05,0.000967,-7e-06,812275656.7286199,1076976899.48,0.7161847328131328,5175531502.449571,0.0184240682225318,0.0142222644229317,0.0564448933832558,0.0031860259890471,0.0221763064569733,0.020552,0.0185639999999999,-0.003972,228.36,0.9885269311613242,-1.2274412605168914,2.13,0.2363157894736842,1.8794736842105264,20.794088248514335,0.0531807407052296,0.011554
2018-11-30,AAPL,0.154,4.263,4.294,0.209,0.338,0.268,0.643,0.548,1.802,0.816,1.279,1.331,28.349,0.662,-0.039,-0.00336,0.010455,0.00799,0.010851,918491838.06,1090223190.08,0.6801593854792131,8395355573.940001,0.0147603092219083,0.0217114126515599,0.010403714894279,0.0001082372836014,0.0132180535189099,0.004994,-0.016995,0.025109,232.07001,0.9430774790762496,0.4488673959202688,2.25,0.2913636363636364,1.913181818181818,20.76111812026499,0.0423748652170905,0.003512
