,public_date,CAPEI,bm,evm,pe_op_basic,pe_op_dil,pe_exi,pe_inc,ps,pcf,dpr,npm,opmbd,opmad,gpm,ptpm,cfm,roa,roe,roce,efftax,aftret_eq,aftret_invcapx,aftret_equity,pretret_noa,pretret_earnat,GProf,equity_invcap,debt_invcap,totdebt_invcap,capital_ratio,int_debt,int_totdebt,cash_lt,invt_act,rect_act,debt_at,debt_ebitda,short_debt,curr_debt,lt_debt,profit_lct,ocf_lct,cash_debt,fcf_ocf,lt_ppent,dltt_be,debt_assets,debt_capital,de_ratio,intcov,intcov_ratio,cash_ratio,quick_ratio,curr_ratio,cash_conversion,inv_turn,at_turn,rect_turn,pay_turn,sale_invcap,sale_equity,sale_nwc,rd_sale,adv_sale,staff_sale,accrual,ptb,PEG_trailing,divyield,TICKER
355,2016-08-31,-3.768,0.497,11.321,43.882,43.882,15.872,15.872,1.038,9.095,0.0,0.072,0.169,0.064,0.169,0.079,0.187,0.09,0.153,0.042,0.04,0.153,0.095,0.153,0.05,0.042,0.093,0.308,0.688,0.692,0.691,0.069,0.068,0.154,0.175,0.182,0.555,5.974,0.007,0.176,0.736,0.706,0.477,0.084,0.216,1.199,2.231,0.749,0.709,3.034,2.012,0.9,0.875,1.212,1.47,17.675,11.279,0.535,14.376,8.846,0.686,2.227,8.885,0.0,0.03,0.0,-0.023,2.311,0.015,0.0,SNOW
356,2016-09-30,-4.1,0.497,11.321,47.706,47.706,17.255,17.255,1.13,9.897,0.0,0.072,0.169,0.064,0.169,0.079,0.187,0.09,0.153,0.042,0.04,0.153,0.095,0.153,0.05,0.042,0.093,0.308,0.688,0.692,0.691,0.069,0.068,0.154,0.175,0.182,0.555,5.974,0.007,0.176,0.736,0.706,0.477,0.084,0.216,1.199,2.231,0.749,0.709,3.034,2.012,0.9,0.875,1.212,1.47,17.675,11.279,0.535,14.376,8.846,0.686,2.227,8.885,0.0,0.03,0.0,-0.023,2.515,0.015,0.0,SNOW
357,2016-10-31,-4.148,0.497,11.321,48.265,48.265,17.457,17.457,1.143,10.013,0.0,0.072,0.169,0.064,0.169,0.079,0.187,0.09,0.153,0.042,0.04,0.153,0.095,0.153,0.05,0.042,0.093,0.308,0.688,0.692,0.691,0.069,0.068,0.154,0.175,0.182,0.555,5.974,0.007,0.176,0.736,0.706,0.477,0.084,0.216,1.199,2.231,0.749,0.709,3.034,2.012,0.9,0.875,1.212,1.47,17.675,11.279,0.535,14.376,8.846,0.686,2.227,8.885,0.0,0.03,0.0,-0.023,2.544,0.015,0.0,SNOW
358,2016-11-30,-5.57,0.327,11.001,67.462,67.462,20.161,20.161,1.234,9.943,0.0,0.077,0.17,0.063,0.17,0.08,0.191,0.09,0.182,0.042,0.04,0.182,0.103,0.182,0.052,0.041,0.09,0.293,0.703,0.722,0.706,0.07,0.068,0.166,0.172,0.143,0.555,6.168,0.026,0.219,0.701,0.533,0.39,0.084,0.264,1.265,2.402,0.772,0.732,3.43,2.085,0.889,0.759,1.023,1.235,1.591,12.286,0.53,17.772,7.313,0.69,2.356,13.348,0.0,0.03,0.0,-0.025,3.306,0.015,0.0,SNOW
359,2016-12-31,-5.668,0.327,11.001,68.654,68.654,20.517,20.517,1.256,10.119,0.0,0.077,0.17,0.063,0.17,0.08,0.191,0.09,0.182,0.042,0.04,0.182,0.103,0.182,0.052,0.041,0.09,0.293,0.703,0.722,0.706,0.07,0.068,0.166,0.172,0.143,0.555,6.168,0.026,0.219,0.701,0.533,0.39,0.084,0.264,1.265,2.402,0.772,0.732,3.43,2.085,0.889,0.759,1.023,1.235,1.591,12.286,0.53,17.772,7.313,0.69,2.356,13.348,0.0,0.03,0.0,-0.025,3.365,0.015,0.0,SNOW
360,2017-01-31,-6.545,0.327,11.001,79.269,79.269,23.69,23.69,1.45,11.683,0.0,0.077,0.17,0.063,0.17,0.08,0.191,0.09,0.182,0.042,0.04,0.182,0.103,0.182,0.052,0.041,0.09,0.293,0.703,0.722,0.706,0.07,0.068,0.166,0.172,0.143,0.555,6.168,0.026,0.219,0.701,0.533,0.39,0.084,0.264,1.265,2.402,0.772,0.732,3.43,2.085,0.889,0.759,1.023,1.235,1.591,12.286,0.53,17.772,7.313,0.69,2.356,13.348,0.0,0.03,0.0,-0.025,3.885,0.015,0.0,SNOW
361,2017-02-28,-8.209,0.264,10.297,57.463,57.463,23.56,23.56,1.609,11.551,0.0,0.089,0.189,0.086,0.189,0.092,0.2,0.103,0.217,0.061,0.04,0.217,0.112,0.217,0.073,0.058,0.104,0.297,0.699,0.71,0.702,0.068,0.067,0.181,0.17,0.133,0.548,5.286,0.015,0.216,0.702,0.625,0.46,0.084,0.378,1.258,2.358,0.768,0.726,3.359,2.339,1.293,0.84,1.068,1.287,17.675,12.2,0.547,19.334,7.474,0.709,2.392,11.499,0.0,0.03,0.0,-0.027,4.992,0.015,0.0,SNOW
362,2017-03-31,-8.715,0.264,10.297,61.0,61.0,25.01,25.01,1.708,12.262,0.0,0.089,0.189,0.086,0.189,0.092,0.2,0.103,0.217,0.061,0.04,0.217,0.112,0.217,0.073,0.058,0.104,0.297,0.699,0.71,0.702,0.068,0.067,0.181,0.17,0.133,0.548,5.286,0.015,0.216,0.702,0.625,0.46,0.084,0.378,1.258,2.358,0.768,0.726,3.359,2.339,1.293,0.84,1.068,1.287,17.675,12.2,0.547,19.334,7.474,0.709,2.392,11.499,0.0,0.03,0.0,-0.027,5.299,0.016,0.0,SNOW
363,2017-04-30,-8.226,0.264,10.297,57.512,57.512,23.58,23.58,1.612,11.574,0.0,0.089,0.189,0.086,0.189,0.092,0.2,0.103,0.217,0.061,0.04,0.217,0.112,0.217,0.073,0.058,0.104,0.297,0.699,0.71,0.702,0.068,0.067,0.181,0.17,0.133,0.548,5.286,0.015,0.216,0.702,0.625,0.46,0.084,0.378,1.258,2.358,0.768,0.726,3.359,2.339,1.293,0.84,1.068,1.287,17.675,12.2,0.547,19.334,7.474,0.709,2.392,11.499,0.0,0.03,0.0,-0.027,5.002,0.015,0.0,SNOW
364,2017-05-31,-8.955,0.347,10.395,27.253,29.272,29.638,29.638,1.57,10.12,0.0,0.056,0.207,0.108,0.207,0.059,0.162,0.117,0.139,0.079,0.04,0.139,0.088,0.139,0.093,0.074,0.117,0.303,0.692,0.699,0.695,0.066,0.065,0.188,0.169,0.124,0.541,4.635,0.01,0.213,0.704,0.72,0.54,0.084,0.445,1.254,2.281,0.762,0.719,3.241,1.901,1.732,0.884,1.11,1.336,17.675,12.211,0.565,20.935,7.567,0.729,2.404,10.362,0.0,0.03,0.0,-0.055,2.729,0.015,0.0,SNOW
365,2017-06-30,-8.966,0.347,10.395,22.065,23.423666666666666,23.66766666666667,23.66766666666667,1.572,10.132,0.0,0.056,0.207,0.108,0.207,0.059,0.162,0.117,0.139,0.079,0.04,0.139,0.088,0.139,0.093,0.074,0.117,0.303,0.692,0.699,0.695,0.066,0.065,0.188,0.169,0.124,0.541,4.635,0.01,0.213,0.704,0.72,0.54,0.084,0.445,1.254,2.281,0.762,0.719,3.241,1.901,1.732,0.884,1.11,1.336,17.675,12.211,0.565,20.935,7.567,0.729,2.404,10.362,0.0,0.03,0.0,-0.055,2.732,0.015,0.0,SNOW
