,public_date,CAPEI,bm,evm,pe_op_basic,pe_op_dil,pe_exi,pe_inc,ps,pcf,dpr,npm,opmbd,opmad,gpm,ptpm,cfm,roa,roe,roce,efftax,aftret_eq,aftret_invcapx,aftret_equity,pretret_noa,pretret_earnat,GProf,equity_invcap,debt_invcap,totdebt_invcap,capital_ratio,int_debt,int_totdebt,cash_lt,invt_act,rect_act,debt_at,debt_ebitda,short_debt,curr_debt,lt_debt,profit_lct,ocf_lct,cash_debt,fcf_ocf,lt_ppent,dltt_be,debt_assets,debt_capital,de_ratio,intcov,intcov_ratio,cash_ratio,quick_ratio,curr_ratio,cash_conversion,inv_turn,at_turn,rect_turn,pay_turn,sale_invcap,sale_equity,sale_nwc,rd_sale,adv_sale,staff_sale,accrual,ptb,PEG_trailing,divyield,TICKER
1660,2020-05-31,-10.575,2.968,6.454,-259.0,-259.0,-3.076,-3.061,0.496,1.501,0.193,-0.14,0.483,0.155,0.537,-0.108,0.179,0.14,-0.115,0.071,3.726,-0.164,-0.031,-0.117,0.058,0.049,0.133,0.356,0.514,0.53,0.523,0.035,0.034,0.051,0.096,0.317,0.366,3.068,0.032,0.199,0.533,0.9,0.615,0.098,0.177,0.885,1.092,0.665,0.569,2.06,-1.751,3.045,0.257,1.131,1.251,11.599,7.181,0.247,4.694,1.878,0.358,0.765,7.425,0.0,0.0,0.0,-0.13,0.377,0.195,0.244,OXY
1661,2020-06-30,-14.944,2.968,6.454,-366.0,-366.0,-4.347,-4.326,0.7,2.121,0.193,-0.14,0.483,0.155,0.537,-0.108,0.179,0.14,-0.115,0.071,3.726,-0.164,-0.031,-0.117,0.058,0.049,0.133,0.356,0.514,0.53,0.523,0.035,0.034,0.051,0.096,0.317,0.366,3.068,0.032,0.199,0.533,0.9,0.615,0.098,0.177,0.885,1.092,0.665,0.569,2.06,-1.751,3.045,0.257,1.131,1.251,11.599,7.181,0.247,4.694,1.878,0.358,0.765,7.425,0.0,0.0,0.0,-0.13,0.532,0.195,0.00219,OXY
1662,2020-07-31,-13.114,2.968,6.454,-314.8,-314.8,-3.739,-3.721,0.614,1.861,0.193,-0.14,0.483,0.155,0.537,-0.108,0.179,0.14,-0.115,0.071,3.726,-0.164,-0.031,-0.117,0.058,0.049,0.133,0.356,0.514,0.53,0.523,0.035,0.034,0.051,0.096,0.317,0.366,3.068,0.032,0.199,0.533,0.9,0.615,0.098,0.177,0.885,1.092,0.665,0.569,2.06,-1.751,3.045,0.257,1.131,1.251,11.599,7.181,0.247,4.694,1.878,0.358,0.765,7.425,0.0,0.0,0.0,-0.13,0.467,0.006,0.00254,OXY
1663,2020-08-31,-7.843,1.278,10.013,-1.475,-1.475,-1.005,-0.893,0.538,1.938,0.193,-0.483,0.353,-0.243,0.413,-0.53,-0.092,0.081,-0.344,-0.092,3.726,-0.487,-0.124,-0.346,-0.072,-0.061,0.085,0.295,0.554,0.578,0.563,0.035,0.034,0.042,0.096,0.276,0.395,5.414,0.041,0.177,0.545,0.591,0.466,0.098,0.09,0.905,1.313,0.695,0.602,2.369,-6.54,-3.792,0.234,1.07,1.184,11.599,8.682,0.207,5.144,2.482,0.303,0.705,9.137,0.0,0.0,0.0,-0.178,0.552,-0.002,0.00314,OXY
1664,2020-09-30,-6.163,1.278,10.013,-1.159,-1.159,-0.789,-0.702,0.423,1.523,0.193,-0.483,0.353,-0.243,0.413,-0.53,-0.092,0.081,-0.344,-0.092,3.726,-0.487,-0.124,-0.346,-0.072,-0.061,0.085,0.295,0.554,0.578,0.563,0.035,0.034,0.042,0.096,0.276,0.395,5.414,0.041,0.177,0.545,0.591,0.466,0.098,0.09,0.905,1.313,0.695,0.602,2.369,-6.54,-3.792,0.234,1.07,1.184,11.599,8.682,0.207,5.144,2.482,0.303,0.705,9.137,0.0,0.0,0.0,-0.178,0.434,-0.002,0.004,OXY
1665,2020-10-31,-5.621,1.278,10.013,-1.057,-1.057,-0.72,-0.64,0.386,1.389,0.193,-0.483,0.353,-0.243,0.413,-0.53,-0.092,0.081,-0.344,-0.092,3.726,-0.487,-0.124,-0.346,-0.072,-0.061,0.085,0.295,0.554,0.578,0.563,0.035,0.034,0.042,0.096,0.276,0.395,5.414,0.041,0.177,0.545,0.591,0.466,0.098,0.09,0.905,1.313,0.695,0.602,2.369,-6.54,-3.792,0.234,1.07,1.184,11.599,8.682,0.207,5.144,2.482,0.303,0.705,9.137,0.0,0.0,0.0,-0.178,0.396,-0.001,0.00438,OXY
1666,2020-11-30,-7.792,1.888,9.778,-1.579,-1.579,-1.0,-0.915,0.724,3.218,0.193,-0.667,0.342,-0.312,0.402,-0.747,-0.235,0.065,-0.44,-0.1,3.726,-0.669,-0.146,-0.433,-0.075,-0.065,0.085,0.27,0.579,0.616,0.579,0.039,0.036,0.032,0.116,0.257,0.413,5.729,0.059,0.171,0.542,0.587,0.385,0.098,0.103,0.904,1.436,0.717,0.618,2.539,-8.333,-4.364,0.189,0.97,1.097,11.599,8.054,0.211,6.071,2.939,0.314,0.746,17.671,0.0,0.0,0.0,-0.177,0.834,-0.001,0.00254,OXY
1667,2020-12-31,-8.559,1.888,9.778,-1.734,-1.734,-1.098,-1.005,0.795,3.535,0.193,-0.667,0.342,-0.312,0.402,-0.747,-0.235,0.065,-0.44,-0.1,3.726,-0.669,-0.146,-0.433,-0.075,-0.065,0.085,0.27,0.579,0.616,0.579,0.039,0.036,0.032,0.116,0.257,0.413,5.729,0.059,0.171,0.542,0.587,0.385,0.098,0.103,0.904,1.436,0.717,0.618,2.539,-8.333,-4.364,0.189,0.97,1.097,11.599,8.054,0.211,6.071,2.939,0.314,0.746,17.671,0.0,0.0,0.0,-0.177,0.916,-0.001,0.00231,OXY
1668,2021-01-31,-9.919,1.888,9.778,-2.01,-2.01,-1.273,-1.165,0.921,4.097,0.193,-0.667,0.342,-0.312,0.402,-0.747,-0.235,0.065,-0.44,-0.1,3.726,-0.669,-0.146,-0.433,-0.075,-0.065,0.085,0.27,0.579,0.616,0.579,0.039,0.036,0.032,0.116,0.257,0.413,5.729,0.059,0.171,0.542,0.587,0.385,0.098,0.103,0.904,1.436,0.717,0.618,2.539,-8.333,-4.364,0.189,0.97,1.097,11.599,8.054,0.211,6.071,2.939,0.314,0.746,17.671,0.0,0.0,0.0,-0.177,1.061,-0.001,0.00199,OXY
1669,2021-02-28,-12.719,0.988,11.505,-2.304,-2.304,-1.7,-1.56,1.392,6.268,0.193,-0.76,0.308,-0.402,0.364,-0.882,-0.303,0.058,-0.54,-0.129,0.262,-0.864,-0.145,-0.513,-0.094,-0.081,0.081,0.16,0.662,0.679,0.662,0.038,0.037,0.035,0.215,0.252,0.466,6.792,0.024,0.134,0.592,0.668,0.481,0.064,0.359,0.918,2.285,0.768,0.684,3.311,-8.504,-5.028,0.265,0.842,1.072,11.599,6.769,0.188,4.102,2.353,0.324,0.959,29.881,0.0,0.0,0.0,-0.185,1.557,-0.004,0.0015,OXY
1670,2021-03-31,-12.749,0.988,11.505,-2.305,-2.305,-1.701,-1.56,1.395,6.283,0.193,-0.76,0.308,-0.402,0.364,-0.882,-0.303,0.058,-0.54,-0.129,0.262,-0.864,-0.145,-0.513,-0.094,-0.081,0.081,0.16,0.662,0.679,0.662,0.038,0.037,0.035,0.215,0.252,0.466,6.792,0.024,0.134,0.592,0.668,0.481,0.064,0.359,0.918,2.285,0.768,0.684,3.311,-8.504,-5.028,0.265,0.842,1.072,11.599,6.769,0.188,4.102,2.353,0.324,0.959,29.881,0.0,0.0,0.0,-0.185,1.56,-0.004,0.0015,OXY
1671,2021-04-30,-12.146,0.988,11.505,-2.196,-2.196,-1.62,-1.487,1.329,5.985,0.193,-0.76,0.308,-0.402,0.364,-0.882,-0.303,0.058,-0.54,-0.129,0.262,-0.864,-0.145,-0.513,-0.094,-0.081,0.081,0.16,0.662,0.679,0.662,0.038,0.037,0.035,0.215,0.252,0.466,6.792,0.024,0.134,0.592,0.668,0.481,0.064,0.359,0.918,2.285,0.768,0.684,3.311,-8.504,-5.028,0.265,0.842,1.072,11.599,6.769,0.188,4.102,2.353,0.324,0.959,29.881,0.0,0.0,0.0,-0.185,1.487,-0.004,0.00158,OXY
1672,2021-05-31,-10.539,0.623,13.072,-2.499,-2.499,-1.983,-1.735,1.47,6.872,0.193,-0.681,0.301,-0.453,0.355,-0.81,-0.191,0.056,-0.522,-0.142,0.262,-0.892,-0.144,-0.482,-0.102,-0.09,0.07,0.182,0.646,0.68,0.646,0.04,0.038,0.03,0.19,0.255,0.461,7.732,0.05,0.147,0.576,0.533,0.378,0.064,0.484,0.92,2.071,0.76,0.674,3.162,-6.649,-5.087,0.207,0.827,1.02,11.599,5.9,0.198,6.79,3.752,0.292,0.824,87.824,0.0,0.0,0.0,-0.17,1.565,-0.041,0.00154,OXY
1673,2021-06-30,-12.695,0.623,13.072,-3.01,-3.01,-2.389,-2.09,1.77,8.278,0.193,-0.681,0.301,-0.453,0.355,-0.81,-0.191,0.056,-0.522,-0.142,0.262,-0.892,-0.144,-0.482,-0.102,-0.09,0.07,0.182,0.646,0.68,0.646,0.04,0.038,0.03,0.19,0.255,0.461,7.732,0.05,0.147,0.576,0.533,0.378,0.064,0.484,0.92,2.071,0.76,0.674,3.162,-6.649,-5.087,0.207,0.827,1.02,11.599,5.9,0.198,6.79,3.752,0.292,0.824,87.824,0.0,0.0,0.0,-0.17,1.886,-0.049,0.00128,OXY
1674,2021-07-31,-10.596,0.623,13.072,-2.512,-2.512,-1.994,-1.745,1.477,6.909,0.193,-0.681,0.301,-0.453,0.355,-0.81,-0.191,0.056,-0.522,-0.142,0.262,-0.892,-0.144,-0.482,-0.102,-0.09,0.07,0.182,0.646,0.68,0.646,0.04,0.038,0.03,0.19,0.255,0.461,7.732,0.05,0.147,0.576,0.533,0.378,0.064,0.484,0.92,2.071,0.76,0.674,3.162,-6.649,-5.087,0.207,0.827,1.02,11.599,5.9,0.198,6.79,3.752,0.292,0.824,87.824,0.0,0.0,0.0,-0.17,1.574,-0.041,0.00153,OXY
1675,2021-08-31,-11.482,0.524,7.092,-8.828,-8.828,-4.579,-4.318,1.229,3.702,0.193,-0.226,0.487,0.057,0.532,-0.257,0.199,0.114,-0.25,0.023,0.262,-0.508,-0.045,-0.22,0.016,0.014,0.128,0.163,0.659,0.686,0.659,0.043,0.041,0.046,0.178,0.251,0.466,3.973,0.039,0.148,0.583,1.029,0.702,0.064,0.67,0.941,2.257,0.768,0.686,3.319,-1.857,0.719,0.307,0.944,1.149,11.599,4.823,0.241,7.337,3.005,0.355,1.041,14.219,0.0,0.0,0.0,-0.132,1.569,-0.041,0.00156,OXY
1676,2021-09-30,-13.221,0.524,7.092,-10.165,-10.165,-5.273,-4.971,1.415,4.262,0.193,-0.226,0.487,0.057,0.532,-0.257,0.199,0.114,-0.25,0.023,0.262,-0.508,-0.045,-0.22,0.016,0.014,0.128,0.163,0.659,0.686,0.659,0.043,0.041,0.046,0.178,0.251,0.466,3.973,0.039,0.148,0.583,1.029,0.702,0.064,0.67,0.941,2.257,0.768,0.686,3.319,-1.857,0.719,0.307,0.944,1.149,11.599,4.823,0.241,7.337,3.005,0.355,1.041,14.219,0.0,0.0,0.0,-0.132,1.806,-0.041,0.00135,OXY
1677,2021-10-31,-14.986,0.524,7.092,-11.522,-11.522,-5.977,-5.635,1.604,4.832,0.193,-0.226,0.487,0.057,0.532,-0.257,0.199,0.114,-0.25,0.023,0.262,-0.508,-0.045,-0.22,0.016,0.014,0.128,0.163,0.659,0.686,0.659,0.043,0.041,0.046,0.178,0.251,0.466,3.973,0.039,0.148,0.583,1.029,0.702,0.064,0.67,0.941,2.257,0.768,0.686,3.319,-1.857,0.719,0.307,0.944,1.149,11.599,4.823,0.241,7.337,3.005,0.355,1.041,14.219,0.0,0.0,0.0,-0.132,2.048,-0.041,0.0011899999999999999,OXY
1678,2021-11-30,-15.618,0.577,6.133,-52.946,-51.121,-37.063,-24.303,1.247,3.166,0.193,0.004,0.515,0.137,0.559,0.011,0.377,0.141,0.005,0.065,0.262,-0.08,0.028,0.004,0.045,0.04,0.158,0.163,0.654,0.672,0.654,0.047,0.046,0.048,0.184,0.289,0.456,3.142,0.027,0.148,0.58,1.287,0.984,0.064,0.709,0.941,2.234,0.765,0.68,3.259,1.049,1.851,0.328,0.955,1.171,11.599,5.1,0.282,7.379,2.901,0.415,1.2,14.631,0.0,0.0,0.0,-0.108,1.738,-0.041,0.00135,OXY
1679,2021-12-31,-15.27,0.577,6.133,-51.768,-49.983,-36.238,-23.762,1.219,3.096,0.193,0.004,0.515,0.137,0.559,0.011,0.377,0.141,0.005,0.065,0.262,-0.08,0.028,0.004,0.045,0.04,0.158,0.163,0.654,0.672,0.654,0.047,0.046,0.048,0.184,0.289,0.456,3.142,0.027,0.148,0.58,1.287,0.984,0.064,0.709,0.941,2.234,0.765,0.68,3.259,1.049,1.851,0.328,0.955,1.171,11.599,5.1,0.282,7.379,2.901,0.415,1.2,14.631,0.0,0.0,0.0,-0.108,1.699,-0.041,0.0013800000000000002,OXY
1680,2022-01-31,-19.842,0.577,6.133,-67.268,-64.948,-47.088,-30.877,1.585,4.023,0.193,0.004,0.515,0.137,0.559,0.011,0.377,0.141,0.005,0.065,0.262,-0.08,0.028,0.004,0.045,0.04,0.158,0.163,0.654,0.672,0.654,0.047,0.046,0.048,0.184,0.289,0.456,3.142,0.027,0.148,0.58,1.287,0.984,0.064,0.709,0.941,2.234,0.765,0.68,3.259,1.049,1.851,0.328,0.955,1.171,11.599,5.1,0.282,7.379,2.901,0.415,1.2,14.631,0.0,0.0,0.0,-0.108,2.208,-0.001,0.00106,OXY
1681,2022-02-28,-34.305,0.65,4.751,18.53,19.013,21.228,27.677,1.574,3.914,0.019,0.107,0.545,0.209,0.588,0.143,0.438,0.182,0.166,0.125,0.247,0.205,0.071,0.143,0.083,0.074,0.203,0.21,0.596,0.604,0.596,0.049,0.048,0.051,0.181,0.422,0.405,2.148,0.012,0.152,0.549,1.7,1.253,0.191,0.725,0.902,1.705,0.729,0.628,2.691,2.729,3.362,0.335,1.005,1.227,11.599,5.712,0.335,7.94,3.09,0.516,1.277,13.755,0.0,0.0,0.0,-0.099,2.32,0.066,0.00091,OXY
1682,2022-03-31,-44.65,0.65,4.751,24.042,24.67,27.544,35.911,2.048,5.095,0.019,0.107,0.545,0.209,0.588,0.143,0.438,0.182,0.166,0.125,0.247,0.205,0.071,0.143,0.083,0.074,0.203,0.21,0.596,0.604,0.596,0.049,0.048,0.051,0.181,0.422,0.405,2.148,0.012,0.152,0.549,1.7,1.253,0.191,0.725,0.902,1.705,0.729,0.628,2.691,2.729,3.362,0.335,1.005,1.227,11.599,5.712,0.335,7.94,3.09,0.516,1.277,13.755,0.0,0.0,0.0,-0.099,3.02,0.085,0.00916,OXY
1683,2022-04-30,-43.352,0.65,4.751,23.343,23.952,26.743,34.867,1.989,4.947,0.019,0.107,0.545,0.209,0.588,0.143,0.438,0.182,0.166,0.125,0.247,0.205,0.071,0.143,0.083,0.074,0.203,0.21,0.596,0.604,0.596,0.049,0.048,0.051,0.181,0.422,0.405,2.148,0.012,0.152,0.549,1.7,1.253,0.191,0.725,0.902,1.705,0.729,0.628,2.691,2.729,3.362,0.335,1.005,1.227,11.599,5.712,0.335,7.94,3.09,0.516,1.277,13.755,0.0,0.0,0.0,-0.099,2.932,0.083,0.009439999999999999,OXY
1684,2022-05-31,-54.634,0.375,4.601,15.437,16.232,10.533,10.549,2.239,5.089,0.325,0.254,0.568,0.291,0.607,0.223,0.53,0.212,0.458,0.194,0.247,0.716,0.151,0.389,0.131,0.115,0.231,0.21,0.601,0.616,0.601,0.051,0.05,0.053,0.16,0.384,0.416,1.927,0.024,0.161,0.557,1.844,1.429,0.191,0.753,0.91,1.801,0.73,0.634,2.703,5.633,5.304,0.329,1.012,1.204,11.599,6.645,0.381,7.028,2.688,0.563,1.409,15.949,0.0,0.0,0.0,-0.07,3.256,0.083,0.0075,OXY
1685,2022-06-30,-46.412,0.375,4.601,13.114,13.789,8.948,8.962,1.902,4.324,0.325,0.254,0.568,0.291,0.607,0.223,0.53,0.212,0.458,0.194,0.247,0.716,0.151,0.389,0.131,0.115,0.231,0.21,0.601,0.616,0.601,0.051,0.05,0.053,0.16,0.384,0.416,1.927,0.024,0.161,0.557,1.844,1.429,0.191,0.753,0.91,1.801,0.73,0.634,2.703,5.633,5.304,0.329,1.012,1.204,11.599,6.645,0.381,7.028,2.688,0.563,1.409,15.949,0.0,0.0,0.0,-0.07,2.766,0.083,0.00883,OXY
1686,2022-07-31,-51.828,0.375,4.601,14.644,15.398,9.992,10.008,2.124,4.828,0.325,0.254,0.568,0.291,0.607,0.223,0.53,0.212,0.458,0.194,0.247,0.716,0.151,0.389,0.131,0.115,0.231,0.21,0.601,0.616,0.601,0.051,0.05,0.053,0.16,0.384,0.416,1.927,0.024,0.161,0.557,1.844,1.429,0.191,0.753,0.91,1.801,0.73,0.634,2.703,5.633,5.304,0.329,1.012,1.204,11.599,6.645,0.381,7.028,2.688,0.563,1.409,15.949,0.0,0.0,0.0,-0.07,3.089,0.083,0.00791,OXY
1687,2022-08-31,-102.74,0.422,3.932,8.69,9.245,6.995,7.009,1.961,4.475,0.202,0.327,0.593,0.374,0.627,0.335,0.546,0.262,0.641,0.297,0.247,0.944,0.213,0.535,0.2,0.176,0.283,0.262,0.545,0.559,0.545,0.048,0.047,0.04,0.162,0.482,0.378,1.412,0.024,0.173,0.532,2.23,1.647,0.191,0.768,0.859,1.44,0.693,0.587,2.255,9.356,9.575,0.234,0.947,1.131,11.599,7.636,0.451,6.893,2.817,0.667,1.468,28.731,0.0,0.0,0.0,-0.05,2.865,0.083,0.00732,OXY
1688,2022-09-30,-88.917,0.422,3.932,7.521,8.001,6.054,6.066,1.697,3.873,0.202,0.327,0.593,0.374,0.627,0.335,0.546,0.262,0.641,0.297,0.247,0.944,0.213,0.535,0.2,0.176,0.283,0.262,0.545,0.559,0.545,0.048,0.047,0.04,0.162,0.482,0.378,1.412,0.024,0.173,0.532,2.23,1.647,0.191,0.768,0.859,1.44,0.693,0.587,2.255,9.356,9.575,0.234,0.947,1.131,11.599,7.636,0.451,6.893,2.817,0.667,1.468,28.731,0.0,0.0,0.0,-0.05,2.479,0.083,0.00846,OXY
1689,2022-10-31,-105.05,0.422,3.932,8.886,9.453,7.153,7.167,2.005,4.576,0.202,0.327,0.593,0.374,0.627,0.335,0.546,0.262,0.641,0.297,0.247,0.944,0.213,0.535,0.2,0.176,0.283,0.262,0.545,0.559,0.545,0.048,0.047,0.04,0.162,0.482,0.378,1.412,0.024,0.173,0.532,2.23,1.647,0.191,0.768,0.859,1.44,0.693,0.587,2.255,9.356,9.575,0.234,0.947,1.131,11.599,7.636,0.451,6.893,2.817,0.667,1.468,28.731,0.0,0.0,0.0,-0.05,2.929,0.083,0.00716,OXY
1690,2022-11-30,-2615.3,0.435,3.793,6.873,7.361,5.776,5.786,1.739,3.966,0.155,0.356,0.603,0.405,0.635,0.378,0.554,0.293,0.676,0.355,0.247,0.918,0.25,0.563,0.239,0.209,0.312,0.311,0.495,0.508,0.495,0.046,0.045,0.038,0.171,0.511,0.346,1.169,0.024,0.179,0.515,2.525,1.837,0.191,0.754,0.811,1.176,0.656,0.541,1.904,12.202,12.743,0.212,0.942,1.137,132.636,7.855,0.492,7.214,3.073,0.721,1.428,30.676,0.0,0.0,0.0,-0.04,2.603,0.083,0.00748,OXY
1691,2022-12-31,-2370.7,0.435,3.793,6.23,6.673,5.236,5.245,1.576,3.595,0.155,0.356,0.603,0.405,0.635,0.378,0.554,0.293,0.676,0.355,0.247,0.918,0.25,0.563,0.239,0.209,0.312,0.311,0.495,0.508,0.495,0.046,0.045,0.038,0.171,0.511,0.346,1.169,0.024,0.179,0.515,2.525,1.837,0.191,0.754,0.811,1.176,0.656,0.541,1.904,12.202,12.743,0.212,0.942,1.137,133.3465,7.855,0.492,7.214,3.073,0.721,1.428,30.676,0.0,0.0,0.0,-0.04,2.36,0.083,0.00826,OXY
1692,2023-01-31,-2438.4,0.435,3.793,6.409,6.863,5.386,5.395,1.621,3.697,0.155,0.356,0.603,0.405,0.635,0.378,0.554,0.293,0.676,0.355,0.247,0.918,0.25,0.563,0.239,0.209,0.312,0.311,0.495,0.508,0.495,0.046,0.045,0.038,0.171,0.511,0.346,1.169,0.024,0.179,0.515,2.525,1.837,0.191,0.754,0.811,1.176,0.656,0.541,1.904,12.202,12.743,0.212,0.942,1.137,134.057,7.855,0.492,7.214,3.073,0.721,1.428,30.676,0.0,0.0,0.0,-0.04,2.427,0.083,0.00803,OXY
1693,2023-02-28,44.061,0.456,3.989,5.647,6.1,4.723,4.723,1.453,3.166,0.039,0.363,0.597,0.408,0.628,0.385,0.555,0.296,0.613,0.364,0.058,0.81,0.25,0.528,0.243,0.215,0.317,0.403,0.403,0.412,0.403,0.041,0.04,0.024,0.232,0.513,0.286,0.95,0.021,0.182,0.478,2.818,2.167,0.395,0.732,0.717,0.787,0.586,0.452,1.413,13.917,14.501,0.13,0.88,1.146,134.057,6.971,0.496,8.256,3.487,0.727,1.218,32.448,0.0,0.0,0.0,-0.047,2.06,0.009,0.00888,OXY
1694,2023-03-31,46.516,0.456,3.989,6.02,6.503,5.035,5.035,1.534,3.343,0.039,0.363,0.597,0.408,0.628,0.385,0.555,0.296,0.613,0.364,0.058,0.81,0.25,0.528,0.243,0.215,0.317,0.403,0.403,0.412,0.403,0.041,0.04,0.024,0.232,0.513,0.286,0.95,0.021,0.182,0.478,2.818,2.167,0.395,0.732,0.717,0.787,0.586,0.452,1.413,13.917,14.501,0.13,0.88,1.146,134.057,6.971,0.496,8.256,3.487,0.727,1.218,32.448,0.0,0.0,0.0,-0.047,2.175,0.009,0.0115,OXY
1695,2023-04-30,45.846,0.456,3.989,5.933,6.409,4.962,4.962,1.512,3.295,0.039,0.363,0.597,0.408,0.628,0.385,0.555,0.296,0.613,0.364,0.058,0.81,0.25,0.528,0.243,0.215,0.317,0.403,0.403,0.412,0.403,0.041,0.04,0.024,0.232,0.513,0.286,0.95,0.021,0.182,0.478,2.818,2.167,0.395,0.732,0.717,0.787,0.586,0.452,1.413,13.917,14.501,0.13,0.88,1.146,133.3465,6.971,0.496,8.256,3.487,0.727,1.218,32.448,0.0,0.0,0.0,-0.047,2.144,0.009,0.011699999999999999,OXY
1696,2023-05-31,53.286,0.466,4.182,6.309,6.848,6.605,6.605,1.448,3.127,0.248,0.273,0.585,0.388,0.621,0.36,0.473,0.283,0.416,0.333,0.058,0.486,0.19,0.348,0.228,0.2,0.304,0.389,0.42,0.431,0.42,0.043,0.042,0.028,0.218,0.504,0.297,1.038,0.027,0.188,0.482,2.529,2.001,0.395,0.69,0.737,0.847,0.6,0.469,1.501,11.804,15.355,0.148,0.862,1.101,132.636,6.835,0.489,7.792,3.49,0.71,1.222,42.745,0.0,0.0,0.0,-0.093,1.981,0.212,0.0125,OXY
1697,2023-06-30,54.339,0.466,4.182,6.433,6.983,6.735,6.735,1.477,3.189,0.248,0.273,0.585,0.388,0.621,0.36,0.473,0.283,0.416,0.333,0.058,0.486,0.19,0.348,0.228,0.2,0.304,0.389,0.42,0.431,0.42,0.043,0.042,0.028,0.218,0.504,0.297,1.038,0.027,0.188,0.482,2.529,2.001,0.395,0.69,0.737,0.847,0.6,0.469,1.501,11.804,15.355,0.148,0.862,1.101,132.341,6.835,0.489,7.792,3.49,0.71,1.222,42.745,0.0,0.0,0.0,-0.093,2.02,0.216,0.012199999999999999,OXY
1698,2023-07-31,58.341,0.466,4.182,6.907,7.498,7.231,7.231,1.585,3.424,0.248,0.273,0.585,0.388,0.621,0.36,0.473,0.283,0.416,0.333,0.058,0.486,0.19,0.348,0.228,0.2,0.304,0.389,0.42,0.431,0.42,0.043,0.042,0.028,0.218,0.504,0.297,1.038,0.027,0.188,0.482,2.529,2.001,0.395,0.69,0.737,0.847,0.6,0.469,1.501,11.804,15.355,0.148,0.862,1.101,132.046,6.835,0.489,7.792,3.49,0.71,1.222,42.745,0.0,0.0,0.0,-0.093,2.169,0.232,0.011399999999999999,OXY
1699,2023-08-31,46.578,0.502,4.933,10.095,10.958,10.66,10.66,1.761,3.917,0.389,0.215,0.549,0.321,0.593,0.289,0.44,0.238,0.274,0.247,0.058,0.301,0.141,0.234,0.169,0.149,0.26,0.402,0.411,0.421,0.411,0.049,0.048,0.023,0.251,0.443,0.292,1.214,0.025,0.18,0.482,2.263,1.855,0.395,0.593,0.719,0.802,0.591,0.457,1.448,7.709,10.008,0.13,0.814,1.086,132.046,6.168,0.439,8.564,3.59,0.633,1.074,47.728,0.0,0.0,0.0,-0.102,2.129,0.232,0.0115,OXY
1700,2023-09-30,48.129,0.502,4.933,10.431,11.323,11.015,11.015,1.82,4.047,0.389,0.215,0.549,0.321,0.593,0.289,0.44,0.238,0.274,0.247,0.058,0.301,0.141,0.234,0.169,0.149,0.26,0.402,0.411,0.421,0.411,0.049,0.048,0.023,0.251,0.443,0.292,1.214,0.025,0.18,0.482,2.263,1.855,0.395,0.593,0.719,0.802,0.591,0.457,1.448,7.709,10.008,0.13,0.814,1.086,132.046,6.168,0.439,8.564,3.59,0.633,1.074,47.728,0.0,0.0,0.0,-0.102,2.2,0.232,0.0111,OXY
1701,2023-10-31,45.851,0.502,4.933,9.937,10.787,10.494,10.494,1.734,3.856,0.389,0.215,0.549,0.321,0.593,0.289,0.44,0.238,0.274,0.247,0.058,0.301,0.141,0.234,0.169,0.149,0.26,0.402,0.411,0.421,0.411,0.049,0.048,0.023,0.251,0.443,0.292,1.214,0.025,0.18,0.482,2.263,1.855,0.395,0.593,0.719,0.802,0.591,0.457,1.448,7.709,10.008,0.13,0.814,1.086,132.341,6.168,0.439,8.564,3.59,0.633,1.074,47.728,0.0,0.0,0.0,-0.102,2.096,0.232,0.0116,OXY
1702,2023-11-30,41.076,0.469,5.512,12.297,13.352,12.943,12.943,1.777,3.992,0.519,0.185,0.526,0.282,0.577,0.248,0.426,0.214,0.212,0.202,0.058,0.223,0.115,0.185,0.138,0.123,0.235,0.415,0.404,0.418,0.404,0.048,0.046,0.02,0.255,0.438,0.288,1.343,0.034,0.187,0.473,1.952,1.651,0.395,0.521,0.715,0.765,0.589,0.453,1.433,6.663,8.641,0.106,0.772,1.037,132.636,5.931,0.408,8.164,3.316,0.592,0.993,101.574,0.0,0.0,0.0,-0.106,1.951,0.232,0.012199999999999999,OXY
1703,2023-12-31,41.333,0.469,5.512,15.374,16.3515,16.0535,15.405999999999999,1.788,4.017,0.519,0.185,0.526,0.282,0.577,0.248,0.426,0.214,0.212,0.202,0.058,0.223,0.115,0.185,0.138,0.123,0.235,0.415,0.404,0.418,0.404,0.048,0.046,0.02,0.255,0.438,0.288,1.343,0.034,0.187,0.473,1.952,1.651,0.395,0.521,0.715,0.765,0.589,0.453,1.433,6.663,8.641,0.106,0.772,1.037,133.3465,5.931,0.408,8.164,3.316,0.592,0.993,101.574,0.0,0.0,0.0,-0.106,1.963,0.232,0.0,OXY
1704,2010-01-31,61.09,0.224,8.215,18.451,19.351,19.164,17.869,2.742,12.096,0.0,0.149,0.269,0.246,0.622,0.232,0.257,0.229,0.302,0.298,0.348,0.302,0.222,0.302,0.463,0.302,0.54,0.672,0.325,0.384,0.326,0.085,0.072,0.162,0.127,0.431,0.263,1.129,0.156,0.407,0.414,1.067,0.901,0.374,0.811,2.878,0.483,0.537,0.385,1.167,7.825,11.245,0.397,1.987,2.275,132.636,5.214,0.869,4.053,12.073,1.268,1.886,3.116,0.097,0.009,0.0,-0.067,4.638,0.232,0.0,BYI
