date,TICKER,weight
2023-01-31,AAPL,0.0017685387471202071
2023-01-31,ALLY,0.0017685387471202071
2023-01-31,AMZN,0.0017685387471202071
2023-01-31,AXP,0.0017685387471202071
2023-01-31,BAC,0.0017685387471202071
2023-01-31,C,0.0017685387471202071
2023-01-31,CHTR,0.0017685387471202071
2023-01-31,COF,0.0017685387471202071
2023-01-31,CVX,0.0017685387471202071
2023-01-31,DVA,0.0017685387471202071
2023-01-31,ES,0.0017685387471202071
2023-01-31,FND,0.0017685387471202071
2023-01-31,FWONK,0.0017685387471202071
2023-01-31,JEF,0.0017685387471202071
2023-01-31,KHC,0.0017685387471202071
2023-01-31,KO,0.0017685387471202071
2023-01-31,KR,0.0017685387471202071
2023-01-31,LPX,0.0017685387471202071
2023-01-31,LSXMK,0.0017685387471202071
2023-01-31,MA,0.0017685387471202071
2023-01-31,MCO,0.0017685387471202071
2023-01-31,NVR,0.0017685387471202071
2023-01-31,OXY,0.0017685387471202071
2023-01-31,PARA,0.0017685387471202071
2023-01-31,SIRI,0.0017685387471202071
2023-01-31,SNOW,0.0017685387471202071
2023-01-31,TMUS,0.0017685387471202071
2023-01-31,V,0.0017685387471202071
2023-01-31,VRSN,0.0017685387471202071
2023-01-31,AAPL,0.0006380639150218262
2023-01-31,ALLY,0.0006380639150218262
2023-01-31,AMZN,0.0006380639150218262
2023-01-31,AXP,0.0006380639150218262
2023-01-31,BAC,0.0006380639150218262
2023-01-31,C,0.0006380639150218262
2023-01-31,CHTR,0.0006380639150218262
2023-01-31,COF,0.0006380639150218262
2023-01-31,CVX,0.0006380639150218262
2023-01-31,DVA,0.0006380639150218262
2023-01-31,ES,0.0006380639150218262
2023-01-31,FND,0.0006380639150218262
2023-01-31,FWONK,0.0006380639150218262
2023-01-31,JEF,0.0006380639150218262
2023-01-31,KHC,0.0006380639150218262
2023-01-31,KO,0.0006380639150218262
2023-01-31,KR,0.0006380639150218262
2023-01-31,LPX,0.0006380639150218262
2023-01-31,LSXMK,0.0006380639150218262
2023-01-31,MA,0.0006380639150218262
2023-01-31,MCO,0.0006380639150218262
2023-01-31,NVR,0.0006380639150218262
2023-01-31,OXY,0.0006380639150218262
2023-01-31,PARA,0.0006380639150218262
2023-01-31,SIRI,0.0006380639150218262
2023-01-31,SNOW,0.0006380639150218262
2023-01-31,TMUS,0.0006380639150218262
2023-01-31,V,0.0006380639150218262
2023-01-31,VRSN,0.0006380639150218262
2023-01-31,AAPL,0.0030535362248193493
2023-01-31,ALLY,0.0030535362248193493
2023-01-31,AMZN,0.0030535362248193493
2023-01-31,AXP,0.0030535362248193493
2023-01-31,BAC,0.0030535362248193493
2023-01-31,C,0.0030535362248193493
2023-01-31,CHTR,0.0030535362248193493
2023-01-31,COF,0.0030535362248193493
2023-01-31,CVX,0.0030535362248193493
2023-01-31,DVA,0.0030535362248193493
2023-01-31,ES,0.0030535362248193493
2023-01-31,FND,0.0030535362248193493
2023-01-31,FWONK,0.0030535362248193493
2023-01-31,JEF,0.0030535362248193493
2023-01-31,KHC,0.0030535362248193493
2023-01-31,KO,0.0030535362248193493
2023-01-31,KR,0.0030535362248193493
2023-01-31,LPX,0.0030535362248193493
2023-01-31,LSXMK,0.0030535362248193493
2023-01-31,MA,0.0030535362248193493
2023-01-31,MCO,0.0030535362248193493
2023-01-31,NVR,0.0030535362248193493
2023-01-31,OXY,0.0030535362248193493
2023-01-31,PARA,0.0030535362248193493
2023-01-31,SIRI,0.0030535362248193493
2023-01-31,SNOW,0.0030535362248193493
2023-01-31,TMUS,0.0030535362248193493
2023-01-31,V,0.0030535362248193493
2023-01-31,VRSN,0.0030535362248193493
2023-01-31,AAPL,0.00023465496611343634
2023-01-31,ALLY,0.00023465496611343634
2023-01-31,AMZN,0.00023465496611343634
2023-01-31,AXP,0.00023465496611343634
2023-01-31,BAC,0.00023465496611343634
2023-01-31,C,0.00023465496611343634
2023-01-31,CHTR,0.00023465496611343634
2023-01-31,COF,0.00023465496611343634
2023-01-31,CVX,0.00023465496611343634
2023-01-31,DVA,0.00023465496611343634
2023-01-31,ES,0.00023465496611343634
2023-01-31,FND,0.00023465496611343634
2023-01-31,FWONK,0.00023465496611343634
2023-01-31,JEF,0.00023465496611343634
2023-01-31,KHC,0.00023465496611343634
2023-01-31,KO,0.00023465496611343634
2023-01-31,KR,0.00023465496611343634
2023-01-31,LPX,0.00023465496611343634
2023-01-31,LSXMK,0.00023465496611343634
2023-01-31,MA,0.00023465496611343634
2023-01-31,MCO,0.00023465496611343634
2023-01-31,NVR,0.00023465496611343634
2023-01-31,OXY,0.00023465496611343634
2023-01-31,PARA,0.00023465496611343634
2023-01-31,SIRI,0.00023465496611343634
2023-01-31,SNOW,0.00023465496611343634
2023-01-31,TMUS,0.00023465496611343634
2023-01-31,V,0.00023465496611343634
2023-01-31,VRSN,0.00023465496611343634
2023-01-31,AAPL,0.0006686733433999265
2023-01-31,ALLY,0.0006686733433999265
2023-01-31,AMZN,0.0006686733433999265
2023-01-31,AXP,0.0006686733433999265
2023-01-31,BAC,0.0006686733433999265
2023-01-31,C,0.0006686733433999265
2023-01-31,CHTR,0.0006686733433999265
2023-01-31,COF,0.0006686733433999265
2023-01-31,CVX,0.0006686733433999265
2023-01-31,DVA,0.0006686733433999265
2023-01-31,ES,0.0006686733433999265
2023-01-31,FND,0.0006686733433999265
2023-01-31,FWONK,0.0006686733433999265
2023-01-31,JEF,0.0006686733433999265
2023-01-31,KHC,0.0006686733433999265
2023-01-31,KO,0.0006686733433999265
2023-01-31,KR,0.0006686733433999265
2023-01-31,LPX,0.0006686733433999265
2023-01-31,LSXMK,0.0006686733433999265
2023-01-31,MA,0.0006686733433999265
2023-01-31,MCO,0.0006686733433999265
2023-01-31,NVR,0.0006686733433999265
2023-01-31,OXY,0.0006686733433999265
2023-01-31,PARA,0.0006686733433999265
2023-01-31,SIRI,0.0006686733433999265
2023-01-31,SNOW,0.0006686733433999265
2023-01-31,TMUS,0.0006686733433999265
2023-01-31,V,0.0006686733433999265
2023-01-31,VRSN,0.0006686733433999265
2023-01-31,AAPL,0.00014267497425962994
2023-01-31,ALLY,0.00014267497425962994
2023-01-31,AMZN,0.00014267497425962994
2023-01-31,AXP,0.00014267497425962994
2023-01-31,BAC,0.00014267497425962994
2023-01-31,C,0.00014267497425962994
2023-01-31,CHTR,0.00014267497425962994
2023-01-31,COF,0.00014267497425962994
2023-01-31,CVX,0.00014267497425962994
2023-01-31,DVA,0.00014267497425962994
2023-01-31,ES,0.00014267497425962994
2023-01-31,FND,0.00014267497425962994
2023-01-31,FWONK,0.00014267497425962994
2023-01-31,JEF,0.00014267497425962994
2023-01-31,KHC,0.00014267497425962994
2023-01-31,KO,0.00014267497425962994
2023-01-31,KR,0.00014267497425962994
2023-01-31,LPX,0.00014267497425962994
2023-01-31,LSXMK,0.00014267497425962994
2023-01-31,MA,0.00014267497425962994
2023-01-31,MCO,0.00014267497425962994
2023-01-31,NVR,0.00014267497425962994
2023-01-31,OXY,0.00014267497425962994
2023-01-31,PARA,0.00014267497425962994
2023-01-31,SIRI,0.00014267497425962994
2023-01-31,SNOW,0.00014267497425962994
2023-01-31,TMUS,0.00014267497425962994
2023-01-31,V,0.00014267497425962994
2023-01-31,VRSN,0.00014267497425962994
2023-01-31,AAPL,0.0008093387231696636
2023-01-31,ALLY,0.0008093387231696636
2023-01-31,AMZN,0.0008093387231696636
2023-01-31,AXP,0.0008093387231696636
2023-01-31,BAC,0.0008093387231696636
