,TICKER,date,CAPEI,bm,evm,pe_op_basic,pe_op_dil,pe_exi,pe_inc,ps,pcf,dpr,npm,opmbd,opmad,gpm,ptpm,cfm,roa,roe,roce,efftax,aftret_eq,aftret_invcapx,aftret_equity,pretret_noa,pretret_earnat,GProf,equity_invcap,debt_invcap,totdebt_invcap,capital_ratio,int_debt,int_totdebt,cash_lt,invt_act,rect_act,debt_at,debt_ebitda,short_debt,curr_debt,lt_debt,profit_lct,ocf_lct,cash_debt,fcf_ocf,lt_ppent,dltt_be,debt_assets,debt_capital,de_ratio,intcov,intcov_ratio,cash_ratio,quick_ratio,curr_ratio,cash_conversion,inv_turn,at_turn,rect_turn,pay_turn,sale_invcap,sale_equity,sale_nwc,rd_sale,adv_sale,staff_sale,accrual,ptb,PEG_trailing,divyield,COMNAM,SHRCD,EXCHCD,SICCD,PRC,VOL,RET,SHROUT,BIDLO,ASKHI,OPENPRC,vwretd,ewretd,sprtrn,TICKER_encoded,SHRCD_encoded,EXCHCD_encoded,SICCD_encoded,market_cap,RET_calc,RET_interp,LME,LTurnover,DollarVolume,spread,Volatility,Beta,BetaSquared,r2_1,r12_2,r12_7,r36_13,RET_lag_1_mon,52_week_high,Rel_to_high,SUV,idio_vol,TB3MS,T10Y2Y,BAA10Y
775,CBS,2016-10-31,15.272,0.287,9.833,15.684,15.816,17.749,16.751,1.678,12.928,0.192,0.109,0.229,0.212,0.395,0.152,0.133,0.132,0.205,0.206,0.295,0.261,0.123,0.261,0.845,0.421,0.229,0.402,0.598,0.611,0.598,0.049,0.048,0.014,0.245,0.636,0.358,2.69,0.022,0.186,0.458,0.936,0.529,0.077,0.873,13.125,1.161,0.764,0.608,3.242,4.684,7.178,0.077,1.279,1.629,144.363,6.172,0.58,3.938,35.113,0.99,2.462,6.485,0.0,0.027,0.0,-0.012,3.309,1.923,0.0127,C B S CORP NEW,11,1,4833,56.62,2900981.0,0.001415,406875.0,56.48,57.12,56.68,0.00043,-0.001156,-0.000122,10.0,0.0,0.0,13.0,23037262.5,0.0014149274849664106,0.001415,22272337.5,4.2007505498693165,164253544.22,0.015586320711469726,0.011322825806866044,-0.28583269309063936,0.08170032843944763,0.002305,0.024087,0.043296000000000015,0.06441400000000001,0.002305,57.94,0.9772178115291681,-1.0978179751940633,0.01634054110675086,0.33,0.9215,2.612
776,CBS,2016-11-30,15.615,0.293,10.384,16.545,16.681,18.125,17.008,1.755,11.459,0.183,0.113,0.229,0.212,0.391,0.152,0.141,0.131,0.215,0.205,0.295,0.275,0.126,0.275,0.823,0.419,0.225,0.393,0.607,0.615,0.607,0.048,0.048,0.015,0.233,0.636,0.361,2.74,0.014,0.181,0.463,0.947,0.633,0.077,0.897,13.22,1.195,0.769,0.615,3.327,4.764,7.064,0.083,1.364,1.663,142.436,6.492,0.575,3.902,35.113,0.98,2.49,6.23,0.0,0.027,0.0,-0.023,3.393,2.062,0.011899999999999999,C B S CORP NEW,11,1,4833,60.72,3763910.0,-0.00459,391976.0,60.44,61.33,60.97,-0.001561,-0.000985,-0.002653,10.0,0.0,0.0,13.0,23800782.72,-0.004590163934426239,-0.00459,23037262.5,4.220261152990726,228544615.2,0.011267605633802828,0.010597212326958054,0.12679304801609154,0.016076477025210895,0.008431,0.055555,0.04350200000000001,0.03698100000000002,0.008431,61.0,0.9954098360655738,-0.38522755779333046,0.016277081378106628,0.45,1.1625,2.566
777,CBS,2016-12-31,16.361,0.293,10.384,17.335,17.478,18.991,17.821,1.839,12.007,0.183,0.113,0.229,0.212,0.391,0.152,0.141,0.131,0.215,0.205,0.295,0.275,0.126,0.275,0.823,0.419,0.225,0.393,0.607,0.615,0.607,0.048,0.048,0.015,0.233,0.636,0.361,2.74,0.014,0.181,0.463,0.947,0.633,0.077,0.897,13.22,1.195,0.769,0.615,3.327,4.764,7.064,0.083,1.364,1.663,142.436,6.492,0.575,3.902,35.113,0.98,2.49,6.23,0.0,0.027,0.0,-0.023,3.555,2.16,0.0113,C B S CORP NEW,11,1,4833,63.62,3811897.0,-0.013643,391976.0,63.24,64.71,64.55,-0.004036,-0.001826,-0.004637,10.0,0.0,0.0,13.0,24937513.119999997,-0.013643410852713256,-0.013643,23800782.72,3.920719377081058,242512887.14,0.014617721934795115,0.01184621691278431,0.1450976895722605,0.02105333951920807,0.0,0.022709999999999994,0.024699000000000016,0.09302500000000001,0.0,64.85,0.9810331534309946,0.06612029124218642,0.015936494019588313,0.51,1.2952380952380953,2.335238095238095
778,CBS,2017-01-31,16.585,0.293,10.384,17.572,17.717,19.251,18.064,1.864,12.171,0.183,0.113,0.229,0.212,0.391,0.152,0.141,0.131,0.215,0.205,0.295,0.275,0.126,0.275,0.823,0.419,0.225,0.393,0.607,0.615,0.607,0.048,0.048,0.015,0.233,0.636,0.361,2.74,0.014,0.181,0.463,0.947,0.633,0.077,0.897,13.22,1.195,0.769,0.615,3.327,4.764,7.064,0.083,1.364,1.663,142.436,6.492,0.575,3.902,35.113,0.98,2.49,6.23,0.0,0.027,0.0,-0.023,3.603,2.19,0.011200000000000002,C B S CORP NEW,11,1,4833,64.49,3523867.0,0.001397,391976.0,63.94,64.81,64.01,0.000839,0.003957,-0.00089,10.0,0.0,0.0,13.0,25278532.24,0.0013975155279501994,0.001397,25282452.0,3.2366143521205935,227254182.82999998,0.007724393635099644,0.011697033142841694,0.08874229925105438,0.007875195676363687,-0.005252,0.032808,0.014715000000000015,-0.01601299999999999,-0.005252,65.74,0.980985701247338,-0.22943857204506066,0.01482392084870598,0.51,1.226,2.228
779,CBS,2017-02-28,15.685,0.163,11.532,17.579,17.72,19.052,23.459,1.862,14.551,0.189,0.118,0.234,0.217,0.396,0.166,0.135,0.129,0.273,0.211,0.288,0.335,0.128,0.335,0.796,0.396,0.215,0.293,0.707,0.745,0.707,0.048,0.046,0.029,0.233,0.547,0.387,3.038,0.05,0.18,0.433,0.832,0.454,0.082,0.884,16.558,2.08,0.848,0.721,5.57,4.776,6.961,0.161,1.055,1.635,137.505,6.492,0.549,3.793,13.590864729426256,1.046,3.569,5.591,0.0,0.028,0.0,-0.006,5.73,2.861,0.0109,C B S CORP NEW,11,1,4833,65.92,4249920.0,-0.004681,371937.0,65.74,66.2,66.05,-0.004647,-0.009037,-0.002578,10.0,0.0,0.0,13.0,24518087.04,-0.004680658311943309,-0.004681,25376526.24,2.8700419951568596,280154726.40000004,0.016847172081829023,0.009929006302508994,-0.2984560048282834,0.08907598681806031,-0.01105,0.02899299999999999,0.020253000000000018,-0.01566899999999998,-0.01105,67.46,0.9771716572783873,0.7213716181673626,0.013081865594692382,0.52,1.2178947368421054,2.2221052631578946
780,CBS,2017-03-31,16.503,0.163,11.532,18.496,18.645,20.046,24.683,1.959,15.31,0.189,0.118,0.234,0.217,0.396,0.166,0.135,0.129,0.273,0.211,0.288,0.335,0.128,0.335,0.796,0.396,0.215,0.293,0.707,0.745,0.707,0.048,0.046,0.029,0.233,0.547,0.387,3.038,0.05,0.18,0.433,0.832,0.454,0.082,0.884,16.558,2.08,0.848,0.721,5.57,4.776,6.961,0.161,1.055,1.635,137.505,6.492,0.549,3.793,13.66560280337095,1.046,3.569,5.591,0.0,0.028,0.0,-0.006,6.029,3.01,0.0104,C B S CORP NEW,11,1,4833,69.36,2828658.0,0.000288,371937.0,68.69,69.46,69.16,-0.001095,0.002222,-0.002255,10.0,0.0,0.0,13.0,25797550.32,0.0002884338044417678,0.000288,24975569.55,2.409143338234703,196195718.88,0.014542967181668047,0.007253503823198696,-0.10228234942764457,0.010461679004438782,0.015971,0.01731599999999999,-0.021253999999999988,0.07476500000000001,0.015971,69.36,1.0,0.3583668220112083,0.012430865978090254,0.74,1.168695652173913,2.2
781,CBS,2017-04-30,15.837,0.163,11.532,17.749,17.892,19.237,23.687,1.88,14.692,0.189,0.118,0.234,0.217,0.396,0.166,0.135,0.129,0.273,0.211,0.288,0.335,0.128,0.335,0.796,0.396,0.215,0.293,0.707,0.745,0.707,0.048,0.046,0.029,0.233,0.547,0.387,3.038,0.05,0.18,0.433,0.832,0.454,0.082,0.884,16.558,2.08,0.848,0.721,5.57,4.776,6.961,0.161,1.055,1.635,137.505,6.492,0.549,3.793,13.60466089301419,1.046,3.569,5.591,0.0,0.028,0.0,-0.006,5.785,2.889,0.0108,C B S CORP NEW,11,1,4833,66.56,2376092.0,0.003316,371937.0,66.0,66.74,66.55,-0.002611,-0.004225,-0.001913,10.0,0.0,0.0,13.0,24756126.720000003,0.0033162496231533556,0.003316,25384700.25,2.181225992613405,158152683.52,0.01608974832090934,0.010152639466375762,0.15608272690003577,0.02436181763655115,-0.008519,-0.024255000000000006,0.009724000000000017,0.0009100000000000132,-0.008519,69.51,0.9575600633002446,-0.1596852732869878,0.012403590065841187,0.8,1.0563157894736843,2.272105263157895
782,CBS,2017-05-31,14.605,0.124,11.324,15.914,16.124,17.07,54.08,1.742,16.359,0.187,0.121,0.236,0.219,0.4,0.164,0.135,0.129,0.247,0.206,0.288,0.314,0.133,0.314,0.798,0.412,0.219,0.331,0.669,0.683,0.669,0.048,0.047,0.015,0.233,0.602,0.379,2.922,0.021,0.173,0.454,0.917,0.413,0.082,0.866,14.904,1.605,0.816,0.677,4.445,4.724,6.74,0.084,1.089,1.67,139.97050000000002,6.492,0.548,3.862,14.84374343781249,0.989,2.986,5.795,0.0,0.028,0.0,0.008,6.415,1.808,0.0118,C B S CORP NEW,11,1,4833,61.11,3762298.0,-0.006664,368358.0,60.9,61.83,61.6,-0.000326,-0.00071,-0.00046,10.0,0.0,0.0,13.0,22510357.38,-0.006664499349804953,-0.006664,24789601.05,3.0171855065009203,229914030.78,0.015044380923724988,0.013617129133538899,0.2178753412482305,0.047469664324032886,-0.000812,-0.010509000000000008,-0.0019789999999999764,-0.09651699999999999,-0.000812,69.51,0.8791540785498488,0.3462317531134502,0.012264465641073464,0.89,1.0018181818181817,2.245909090909091
783,CBS,2017-06-30,15.243,0.124,11.324,16.609,16.828,17.816,56.442,1.818,17.074,0.187,0.121,0.236,0.219,0.4,0.164,0.135,0.129,0.247,0.206,0.288,0.314,0.133,0.314,0.798,0.412,0.219,0.331,0.669,0.683,0.669,0.048,0.047,0.015,0.233,0.602,0.379,2.922,0.021,0.173,0.454,0.917,0.413,0.082,0.866,14.904,1.605,0.816,0.677,4.445,4.724,6.74,0.084,1.089,1.67,142.436,6.492,0.548,3.862,14.90803168135187,0.989,2.986,5.795,0.0,0.028,0.0,0.008,6.695,1.887,0.0113,C B S CORP NEW,11,1,4833,63.78,2391240.0,0.003619,368358.0,63.34,64.18,63.89,0.001446,0.001301,0.001533,10.0,0.0,0.0,13.0,23493873.240000002,0.0036191974822974426,0.003619,22738739.34,2.8657370149527384,152513287.2,0.02010336548244007,0.0166673483790756,-0.026838862706864513,0.0007203245513979227,-0.024559,0.046851000000000004,0.03030500000000003,-0.024431999999999992,-0.024559,69.51,0.9175658178679326,-0.7068099771533887,0.012185245539927425,0.98,0.8445454545454546,2.183181818181818
784,CBS,2017-07-31,15.733,0.124,11.324,17.143,17.369,18.388,58.257,1.877,17.623,0.187,0.121,0.236,0.219,0.4,0.164,0.135,0.129,0.247,0.206,0.288,0.314,0.133,0.314,0.798,0.412,0.219,0.331,0.669,0.683,0.669,0.048,0.047,0.015,0.233,0.602,0.379,2.922,0.021,0.173,0.454,0.917,0.413,0.082,0.866,14.904,1.605,0.816,0.677,4.445,4.724,6.74,0.084,1.089,1.67,142.436,6.492,0.548,3.862,14.962281915068806,0.989,2.986,5.795,0.0,0.028,0.0,0.008,6.911,1.948,0.0109,C B S CORP NEW,11,1,4833,65.83,2924807.0,-0.023728,368358.0,65.75,67.62,67.47,-0.000859,-0.001476,-0.000728,10.0,0.0,0.0,13.0,24249007.14,-0.023728310840872124,-0.023728,23409150.9,1.718947994820265,192540044.81,0.030984818995718214,0.011419825678916576,0.04101939074087358,0.0016825904167524653,-0.001924,0.067014,0.042841000000000025,0.04729400000000001,-0.001924,69.51,0.9470579772694575,1.5668641389703544,0.011693011736826762,1.07,0.9455,2.0715
785,CBS,2017-08-31,15.107,0.127,11.363,16.015,16.259,17.174,188.412,1.767,16.998,0.187,0.12,0.234,0.217,0.394,0.162,0.13,0.131,0.292,0.217,0.288,0.367,0.142,0.367,0.815,0.419,0.222,0.29,0.71,0.727,0.71,0.048,0.047,0.014,0.233,0.589,0.389,2.949,0.024,0.17,0.449,0.919,0.408,0.082,0.865,15.779,1.972,0.845,0.718,5.444,4.684,6.659,0.082,1.081,1.696,142.436,6.492,0.563,3.929,14.967945849768482,1.053,3.63,5.638,0.0,0.028,0.0,0.009,7.165,1.503,0.011200000000000002,C B S CORP NEW,11,1,4833,64.06,1508741.0,-0.006976,364055.0,64.01,64.99,64.57,0.006903,0.006717,0.005721,10.0,0.0,0.0,13.0,23321363.3,-0.006975662687955353,-0.006976,23873281.98,2.1718873024428627,96649948.46000001,0.03073596416711707,0.011461256724860414,0.12349394378529728,0.015250754151646164,0.019599,-0.032766,-0.029803999999999976,0.052801000000000015,0.019599,69.51,0.9215940152496044,-1.0157031254653963,0.01197495295987729,1.01,0.8739130434782609,2.1008695652173914
786,CBS,2017-09-30,13.678,0.127,11.363,14.5,14.721,15.55,170.588,1.599,15.39,0.187,0.12,0.234,0.217,0.394,0.162,0.13,0.131,0.292,0.217,0.288,0.367,0.142,0.367,0.815,0.419,0.222,0.29,0.71,0.727,0.71,0.048,0.047,0.014,0.233,0.589,0.389,2.949,0.024,0.17,0.449,0.919,0.408,0.082,0.865,15.779,1.972,0.845,0.718,5.444,4.684,6.659,0.082,1.081,1.696,142.436,6.492,0.563,3.929,14.805698495594958,1.053,3.63,5.638,0.0,0.028,0.0,0.009,6.487,1.361,0.0124,C B S CORP NEW,11,1,4833,58.0,5982394.0,0.018974,364055.0,56.91,58.1,57.06,0.003328,0.002609,0.003705,10.0,0.0,0.0,13.0,21115190.0,0.018973998594518537,0.018974,23762774.580000002,3.2327115565307016,346978852.0,0.02366956658045298,0.01935154880480467,0.1445655472136375,0.020899197441178456,-0.022161,-0.05912200000000001,-0.02781199999999998,-0.07158799999999998,-0.022161,69.51,0.8344123147748524,1.1132582023966757,0.012426604506319874,1.03,0.8175000000000001,2.1015
787,CBS,2017-10-31,13.17,0.127,11.363,14.03,14.244,15.046,165.059,1.54,14.819,0.187,0.12,0.234,0.217,0.394,0.162,0.13,0.131,0.292,0.217,0.288,0.367,0.142,0.367,0.815,0.419,0.222,0.29,0.71,0.727,0.71,0.048,0.047,0.014,0.233,0.589,0.389,2.949,0.024,0.17,0.449,0.919,0.408,0.082,0.865,15.779,1.972,0.845,0.718,5.444,4.684,6.659,0.082,1.081,1.696,142.436,6.492,0.563,3.929,14.747081262663277,1.053,3.63,5.638,0.0,0.028,0.0,0.009,6.246,1.317,0.0128,C B S CORP NEW,11,1,4833,56.12,5025223.0,0.0,362279.0,55.8,56.45,56.19,0.00203,0.004483,0.000944,10.0,0.0,0.0,13.0,20331097.48,0.0,0.0,21315420.25,3.7462434736655026,282015514.76,0.019086922878514306,0.011192804442681269,-0.07237294787913724,0.005237843584716316,-0.011101,-0.014858999999999997,0.01698200000000003,-0.01406199999999999,-0.011101,69.51,0.807365846640771,0.8327865980899737,0.01245380379590871,1.07,0.8104761904761905,1.9557142857142857
788,CBS,2017-11-30,13.187,0.157,11.331,13.673,13.842,15.029,78.958,1.53,14.88,0.197,0.116,0.233,0.217,0.392,0.16,0.121,0.132,0.341,0.226,0.288,0.423,0.148,0.423,0.8,0.413,0.222,0.254,0.746,0.775,0.746,0.05,0.048,0.013,0.233,0.578,0.397,2.999,0.038,0.177,0.438,0.861,0.379,0.082,0.866,16.713,2.437,0.87,0.756,6.692,4.476,6.497,0.075,1.024,1.642,143.3995,6.492,0.567,3.883,14.354752446354313,1.108,4.359,5.747,0.0,0.028,0.0,0.007,5.586,0.879,0.0128,C B S CORP NEW,11,1,4833,56.06,6163492.0,-0.00849,362580.0,55.61,56.84,56.53,0.007237,0.002285,0.008191,10.0,0.0,0.0,13.0,20326234.8,-0.008489564909798353,-0.00849,20331097.48,14.7858999887103,345525361.52000004,0.01158129175946558,0.01712219650536757,-0.10116674193858942,0.010234709674469147,0.032506,0.012188000000000004,0.014862000000000028,-0.02355899999999998,0.032506,69.51,0.8065026614875557,-1.1832986415454945,0.012897698156260903,1.23,0.6566666666666666,1.9154999999999998
789,CBS,2017-12-31,13.195,0.157,11.331,14.39,14.568,15.818,83.099,1.53,14.889,0.197,0.116,0.233,0.217,0.392,0.16,0.121,0.132,0.341,0.226,0.288,0.423,0.148,0.423,0.8,0.413,0.222,0.254,0.746,0.775,0.746,0.05,0.048,0.013,0.233,0.578,0.397,2.999,0.038,0.177,0.438,0.861,0.379,0.082,0.866,16.713,2.437,0.87,0.756,6.692,4.476,6.497,0.075,1.024,1.642,142.436,6.492,0.567,3.883,14.350569413473776,1.108,4.359,5.747,0.0,0.028,0.0,0.007,5.589,0.925,0.012199999999999999,C B S CORP NEW,11,1,4833,59.0,2334987.0,-0.004387,344725.0,58.87,59.44,59.29,-0.00475,-0.002981,-0.005183,10.0,0.0,0.0,13.0,20338775.0,-0.0043874451569354544,-0.004387,20483254.66,3.9272378015730824,137764233.0,0.03934956427993887,0.016922852056503835,0.035550800612472434,0.0012638594241877704,-0.000506,0.022576000000000013,0.03616000000000004,0.01324200000000001,-0.000506,69.51,0.8487987339951085,-1.094507399796408,0.013368398729523822,1.32,0.5585,1.8210000000000002
790,CBS,2018-01-31,12.885,0.157,11.331,14.051,14.225,15.445,81.141,1.494,14.539,0.197,0.116,0.233,0.217,0.392,0.16,0.121,0.132,0.341,0.226,0.288,0.423,0.148,0.423,0.8,0.413,0.222,0.254,0.746,0.775,0.746,0.05,0.048,0.013,0.233,0.578,0.397,2.999,0.038,0.177,0.438,0.861,0.379,0.082,0.866,16.713,2.437,0.87,0.756,6.692,4.476,6.497,0.075,1.024,1.642,142.436,6.492,0.567,3.883,14.315987559069518,1.108,4.359,5.747,0.0,0.028,0.0,0.007,5.457,0.903,0.0125,C B S CORP NEW,11,1,4833,57.61,4435144.0,-0.013527,344725.0,57.15,59.125,58.5,0.000149,-0.002694,0.000489,10.0,0.0,0.0,13.0,19859607.25,-0.013527397260273966,-0.013527,20338775.0,4.827034961545127,255508645.84,0.009635702814639512,0.017098979282786385,-0.019785498250808147,0.0003914659410327322,-0.005619,-0.005481999999999988,-0.02141699999999996,0.03271300000000001,-0.005619,69.51,0.8288016112789526,-0.07176562015502866,0.013792839674633222,1.41,0.5519047619047619,1.6723809523809523
791,CBS,2018-02-28,12.203,0.109,10.769,12.493,12.642,16.45,60.193,1.335,20.612,0.221,0.096,0.222,0.206,0.384,0.142,0.112,0.135,0.389,0.224,0.326,0.462,0.134,0.462,0.786,0.379,0.252,0.173,0.827,0.888,0.827,0.05,0.047,0.015,0.233,0.589,0.488,3.341,0.069,0.211,0.502,0.766,0.223,0.047,0.791,14.738,3.85,0.905,0.84,9.537,3.864,6.168,0.072,1.003,1.579,142.436,6.492,0.607,3.906,14.812530638857814,1.197,6.922,5.95,0.0,0.031,0.0,0.019,7.438,1.509,0.013600000000000001,C B S CORP NEW,11,1,4833,52.97,3082288.0,-0.021791,345147.0,52.95,54.44,54.19,-0.011036,-0.009711,-0.011096,10.0,0.0,0.0,13.0,18282436.59,-0.021791320406278847,-0.021791,20245699.25,4.169127821060564,163268795.35999998,0.015916017609210933,0.023332982220284338,-0.10552342554055749,0.01113519333781358,-0.027478,0.028042000000000015,0.06524000000000003,-0.08175199999999999,-0.027478,69.51,0.7620486260969644,-0.7255468114619712,0.01507582640602739,1.57,0.6836842105263158,1.65
792,CBS,2018-03-31,11.839,0.109,10.769,12.12,12.265,15.96,58.398,1.295,19.997,0.221,0.096,0.222,0.206,0.384,0.142,0.112,0.135,0.389,0.224,0.326,0.462,0.134,0.462,0.786,0.379,0.252,0.173,0.827,0.888,0.827,0.05,0.047,0.015,0.233,0.589,0.488,3.341,0.069,0.211,0.502,0.766,0.223,0.047,0.791,14.738,3.85,0.905,0.84,9.537,3.864,6.168,0.072,1.003,1.579,142.436,6.492,0.607,3.906,14.759075566166272,1.197,6.922,5.95,0.0,0.031,0.0,0.019,7.216,1.464,0.013999999999999999,C B S CORP NEW,11,1,4833,51.39,4046088.0,-0.009445,345147.0,50.65,52.08,51.9,0.013458,0.009276,0.01377,10.0,0.0,0.0,13.0,17737104.330000002,-0.00944487278334627,-0.009445,18282436.59,4.528546815542381,207928462.32,0.02774932489058562,0.016306322546791468,-0.02476842119367351,0.0006134746884272151,-0.008978,0.0013940000000000133,-0.019823999999999967,-0.02897599999999998,-0.008978,69.51,0.7393180837289598,0.22588952377816116,0.015622596276841448,1.7,0.5666666666666667,1.7976190476190477
793,CBS,2018-04-30,11.268,0.109,10.769,11.604,11.742,15.28,55.909,1.233,19.032,0.221,0.096,0.222,0.206,0.384,0.142,0.112,0.135,0.389,0.224,0.326,0.462,0.134,0.462,0.786,0.379,0.252,0.173,0.827,0.888,0.827,0.05,0.047,0.015,0.233,0.589,0.488,3.341,0.069,0.211,0.502,0.766,0.223,0.047,0.791,14.738,3.85,0.905,0.84,9.537,3.864,6.168,0.072,1.003,1.579,142.436,6.492,0.607,3.906,14.67460981732494,1.197,6.922,5.95,0.0,0.031,0.0,0.019,6.868,1.401,0.0146,C B S CORP NEW,11,1,4833,49.2,2281527.0,-0.015409,343115.0,49.15,50.18,50.18,-0.007258,-0.004782,-0.008188,10.0,0.0,0.0,13.0,16881258.0,-0.015409245547328365,-0.015409,17737104.330000002,4.314441781264529,112251128.4,0.0278399688503845,0.01645364242220836,0.24583288404657547,0.06043380687865702,-0.001199,-0.0010099999999999818,-0.014015999999999963,-0.046974999999999975,-0.001199,67.56,0.7282415630550622,-0.7642856624150284,0.01598674149657522,1.76,0.4847619047619047,1.8000000000000003
794,CBS,2018-05-31,11.399,0.126,10.193,11.095,11.243,14.728,17.862,1.219,19.435,0.212,0.097,0.226,0.21,0.379,0.141,0.113,0.141,0.425,0.244,0.326,0.521,0.149,0.521,0.839,0.411,0.243,0.206,0.794,0.833,0.794,0.05,0.048,0.01,0.233,0.59,0.44,3.042,0.047,0.195,0.471,0.831,0.231,0.047,0.788,15.803,3.121,0.891,0.805,8.182,3.931,6.352,0.049,0.989,1.595,51.691,6.492,0.642,3.916,14.823732750786176,1.214,5.89,6.188,0.0,0.031,0.0,0.022,6.947,1.106,0.0143,C B S CORP NEW,11,1,4833,50.37,5211473.0,-0.016787,341481.0,49.86,51.1,51.0,-0.00649,-0.003034,-0.00688,10.0,0.0,0.0,13.0,17200397.97,-0.016787038844427116,-0.016787,17021935.15,5.349945655268226,262501895.01,0.022613833146582447,0.026264348225553926,-0.0704178361024343,0.004958671641349299,0.019097,-0.04456499999999998,-0.03941799999999997,0.03500100000000003,0.019097,67.56,0.7455595026642984,0.5696014572098036,0.01710019126993365,1.86,0.4659090909090909,1.8477272727272727
795,CBS,2018-06-30,12.723,0.126,10.193,12.383,12.549,16.439,19.936,1.361,21.693,0.212,0.097,0.226,0.21,0.379,0.141,0.113,0.141,0.425,0.244,0.326,0.521,0.149,0.521,0.839,0.411,0.243,0.206,0.794,0.833,0.794,0.05,0.048,0.01,0.233,0.59,0.44,3.042,0.047,0.195,0.471,0.831,0.231,0.047,0.788,15.803,3.121,0.891,0.805,8.182,3.931,6.352,0.049,0.989,1.595,51.691,6.492,0.642,3.916,15.021815010987948,1.214,5.89,6.188,0.0,0.031,0.0,0.022,7.754,1.235,0.0128,C B S CORP NEW,11,1,4833,56.22,2435378.0,0.001603,341481.0,55.8,56.745,56.12,0.001584,0.002636,0.000758,10.0,0.0,0.0,13.0,19198061.82,0.0016034206306787535,0.001603,17200397.97,4.227615554409176,136916951.16,0.024564183835182288,0.014094978389109841,-0.2294737941761424,0.05265822221359456,0.007539,0.03523200000000001,0.03992900000000002,0.059936000000000045,0.007539,67.56,0.8321492007104795,-0.8289034809128745,0.017017017684512345,1.9,0.379047619047619,1.9223809523809523
796,CBS,2018-07-31,11.92,0.126,10.193,11.601,11.757,15.401,18.677,1.275,20.323,0.212,0.097,0.226,0.21,0.379,0.141,0.113,0.141,0.425,0.244,0.326,0.521,0.149,0.521,0.839,0.411,0.243,0.206,0.794,0.833,0.794,0.05,0.048,0.01,0.233,0.59,0.44,3.042,0.047,0.195,0.471,0.831,0.231,0.047,0.788,15.803,3.121,0.891,0.805,8.182,3.931,6.352,0.049,0.989,1.595,51.691,6.492,0.642,3.916,14.901615088609214,1.214,5.89,6.188,0.0,0.031,0.0,0.022,7.264,1.157,0.0137,C B S CORP NEW,11,1,4833,52.67,10900185.0,0.027106,341481.0,51.01,52.97,51.4,0.005536,0.0055,0.004885,10.0,0.0,0.0,13.0,17985804.27,0.027106084243369688,0.027106,19198061.82,4.123457448060244,574112743.95,0.016793282686925235,0.021358614819564636,-0.09752317456622159,0.009510769577473729,-0.050546,-0.13682899999999998,-0.03671599999999997,0.14607800000000004,-0.050546,66.71,0.7895368010792986,1.789189519579428,0.017788591763324466,1.96,0.28238095238095234,1.9023809523809525
797,CBS,2018-08-31,12.016,0.124,9.879,11.305,11.427,15.105,14.176,1.253,18.093,0.208,0.096,0.223,0.207,0.375,0.136,0.111,0.145,0.463,0.245,0.326,0.571,0.151,0.571,0.842,0.403,0.251,0.196,0.804,0.846,0.804,0.05,0.048,0.011,0.233,0.593,0.46,3.09,0.049,0.207,0.489,0.803,0.25,0.047,0.82,15.367,3.348,0.894,0.815,8.396,3.907,6.293,0.052,0.979,1.562,51.691,6.492,0.668,3.893,14.718006830189436,1.229,6.279,6.415,0.0,0.031,0.0,0.017,6.848,0.969,0.013600000000000001,C B S CORP NEW,11,1,4833,53.02,1708079.0,0.000189,338525.0,52.76,53.25,52.85,0.000301,0.003133,0.000134,10.0,0.0,0.0,13.0,17948595.5,0.00018864365214121825,0.000189,18002878.32,2.6741833247029354,90562348.58,0.025626314782941355,0.00881501113591557,0.13474562030831785,0.01815638219227336,-0.01633,0.004393000000000018,0.0016840000000000292,-0.10875899999999998,-0.01633,64.34,0.8240596829344109,-0.19645050299978964,0.017646133053630327,2.03,0.2534782608695652,1.8769565217391304
798,CBS,2018-09-30,13.02,0.124,9.879,12.249,12.381,16.368,15.361,1.358,19.605,0.208,0.096,0.223,0.207,0.375,0.136,0.111,0.145,0.463,0.245,0.326,0.571,0.151,0.571,0.842,0.403,0.251,0.196,0.804,0.846,0.804,0.05,0.048,0.011,0.233,0.593,0.46,3.09,0.049,0.207,0.489,0.803,0.25,0.047,0.82,15.367,3.348,0.894,0.815,8.396,3.907,6.293,0.052,0.979,1.562,51.691,6.492,0.668,3.893,14.858931182305907,1.229,6.279,6.415,0.0,0.031,0.0,0.017,7.42,1.05,0.0125,C B S CORP NEW,11,1,4833,57.45,2744527.0,0.015915,338525.0,56.105,57.58,56.41,9e-05,0.000967,-7e-06,10.0,0.0,0.0,13.0,19448261.25,0.01591511936339529,0.015915,18402411.09,4.78390899808988,157673076.15,0.01864975755315181,0.012462726147977153,-0.03382266416072684,0.0011439726109293156,0.000885,0.02564800000000002,0.028292000000000025,0.04158400000000002,0.000885,60.53,0.9491161407566496,-0.6792829428778078,0.01720889569401845,2.13,0.23631578947368423,1.8794736842105264
