date,TB3MS,T10Y2Y,BAA10Y
2016-10-04,0.33,0.87,2.66
2016-10-05,0.33,0.87,2.64
2016-10-06,0.33,0.89,2.61
2016-10-07,0.33,0.9,2.63
2016-10-10,0.33,0.9,2.63
2016-10-11,0.33,0.9,2.6
2016-10-12,0.33,0.92,2.6
2016-10-13,0.33,0.9,2.59
2016-10-14,0.33,0.96,2.63
2016-10-17,0.33,0.96,2.62
2016-10-18,0.33,0.93,2.62
2016-10-19,0.33,0.95,2.62
2016-10-20,0.33,0.92,2.59
2016-10-21,0.33,0.9,2.6
2016-10-24,0.33,0.93,2.59
2016-10-25,0.33,0.91,2.58
2016-10-26,0.33,0.93,2.6
2016-10-27,0.33,0.98,2.59
2016-10-28,0.33,1.0,2.6
2016-10-31,0.33,0.98,2.61
2016-11-01,0.45,1.0,2.61
2016-11-02,0.45,1.0,2.63
2016-11-03,0.45,1.01,2.67
2016-11-04,0.45,0.99,2.67
2016-11-07,0.45,1.01,2.66
2016-11-08,0.45,1.01,2.62
2016-11-09,0.45,1.17,2.66
2016-11-10,0.45,1.23,2.6
2016-11-11,0.45,1.23,2.6
2016-11-14,0.45,1.23,2.6
2016-11-15,0.45,1.21,2.59
2016-11-16,0.45,1.22,2.55
2016-11-17,0.45,1.25,2.54
2016-11-18,0.45,1.27,2.52
2016-11-21,0.45,1.25,2.52
2016-11-22,0.45,1.24,2.53
2016-11-23,0.45,1.24,2.49
2016-11-24,0.45,1.24,2.49
2016-11-25,0.45,1.24,2.48
2016-11-28,0.45,1.21,2.47
2016-11-29,0.45,1.21,2.46
2016-11-30,0.45,1.26,2.45
2016-12-01,0.51,1.31,2.42
2016-12-02,0.51,1.29,2.42
2016-12-05,0.51,1.26,2.42
2016-12-06,0.51,1.27,2.44
2016-12-07,0.51,1.24,2.44
2016-12-08,0.51,1.28,2.43
2016-12-09,0.51,1.32,2.43
2016-12-12,0.51,1.34,2.41
2016-12-13,0.51,1.31,2.39
2016-12-14,0.51,1.27,2.32
2016-12-15,0.51,1.31,2.24
2016-12-16,0.51,1.32,2.28
2016-12-19,0.51,1.3,2.28
2016-12-20,0.51,1.32,2.28
2016-12-21,0.51,1.34,2.26
2016-12-22,0.51,1.33,2.27
2016-12-23,0.51,1.33,2.25
2016-12-26,0.51,1.33,2.25
2016-12-27,0.51,1.29,2.25
2016-12-28,0.51,1.25,2.26
2016-12-29,0.51,1.27,2.27
2016-12-30,0.51,1.25,2.28
2017-01-01,0.51,1.25,2.28
2017-01-02,0.51,1.25,2.28
2017-01-03,0.51,1.23,2.27
2017-01-04,0.51,1.22,2.25
2017-01-05,0.51,1.2,2.25
2017-01-06,0.51,1.2,2.24
2017-01-09,0.51,1.17,2.24
2017-01-10,0.51,1.19,2.24
2017-01-11,0.51,1.18,2.22
2017-01-12,0.51,1.18,2.25
2017-01-13,0.51,1.19,2.23
2017-01-16,0.51,1.19,2.23
2017-01-17,0.51,1.16,2.26
2017-01-18,0.51,1.19,2.22
2017-01-19,0.51,1.22,2.21
2017-01-20,0.51,1.28,2.21
2017-01-23,0.51,1.25,2.21
2017-01-24,0.51,1.26,2.22
2017-01-25,0.51,1.3,2.21
2017-01-26,0.51,1.3,2.2
2017-01-27,0.51,1.27,2.19
2017-01-30,0.51,1.27,2.21
2017-01-31,0.51,1.26,2.23
2017-02-01,0.52,1.26,2.23
2017-02-02,0.52,1.27,2.23
2017-02-03,0.52,1.28,2.24
2017-02-06,0.52,1.26,2.25
2017-02-07,0.52,1.24,2.24
2017-02-08,0.52,1.19,2.25
2017-02-09,0.52,1.2,2.24
2017-02-10,0.52,1.21,2.23
2017-02-13,0.52,1.23,2.23
2017-02-14,0.52,1.22,2.21
2017-02-15,0.52,1.24,2.19
2017-02-16,0.52,1.23,2.2
2017-02-17,0.52,1.21,2.21
2017-02-20,0.52,1.21,2.21
2017-02-21,0.52,1.21,2.2
2017-02-22,0.52,1.2,2.21
2017-02-23,0.52,1.2,2.23
2017-02-24,0.52,1.19,2.23
2017-02-27,0.52,1.16,2.21
2017-02-28,0.52,1.14,2.19
2017-03-01,0.74,1.17,2.18
2017-03-02,0.74,1.17,2.16
2017-03-03,0.74,1.17,2.16
2017-03-06,0.74,1.18,2.17
2017-03-07,0.74,1.2,2.15
2017-03-08,0.74,1.21,2.15
2017-03-09,0.74,1.23,2.17
2017-03-10,0.74,1.22,2.18
2017-03-13,0.74,1.22,2.17
2017-03-14,0.74,1.2,2.18
2017-03-15,0.74,1.18,2.2
2017-03-16,0.74,1.18,2.21
2017-03-17,0.74,1.17,2.22
2017-03-20,0.74,1.17,2.23
2017-03-21,0.74,1.16,2.23
2017-03-22,0.74,1.13,2.23
2017-03-23,0.74,1.15,2.24
2017-03-24,0.74,1.14,2.22
2017-03-27,0.74,1.11,2.23
2017-03-28,0.74,1.12,2.22
2017-03-29,0.74,1.13,2.23
2017-03-30,0.74,1.14,2.23
2017-03-31,0.74,1.13,2.24
2017-04-01,0.8,1.13,2.24
2017-04-03,0.8,1.11,2.26
2017-04-04,0.8,1.11,2.26
2017-04-05,0.8,1.1,2.29
2017-04-06,0.8,1.1,2.27
2017-04-07,0.8,1.09,2.24
2017-04-10,0.8,1.08,2.24
2017-04-11,0.8,1.08,2.24
2017-04-12,0.8,1.04,2.28
2017-04-13,0.8,1.03,2.28
2017-04-14,0.8,1.03,2.28
2017-04-17,0.8,1.05,2.29
2017-04-18,0.8,1.0,2.29
2017-04-19,0.8,1.02,2.29
2017-04-20,0.8,1.03,2.28
2017-04-21,0.8,1.04,2.29
2017-04-24,0.8,1.03,2.28
2017-04-25,0.8,1.06,2.26
2017-04-26,0.8,1.04,2.27
2017-04-27,0.8,1.05,2.28
2017-04-28,0.8,1.01,2.28
2017-05-01,0.89,1.05,2.29
2017-05-02,0.89,1.02,2.3
2017-05-03,0.89,1.03,2.23
2017-05-04,0.89,1.04,2.25
2017-05-05,0.89,1.04,2.24
2017-05-08,0.89,1.06,2.23
2017-05-09,0.89,1.05,2.22
2017-05-10,0.89,1.06,2.22
2017-05-11,0.89,1.04,2.24
2017-05-12,0.89,1.04,2.25
2017-05-15,0.89,1.03,2.25
2017-05-16,0.89,1.04,2.24
2017-05-17,0.89,0.96,2.26
2017-05-18,0.89,0.96,2.26
2017-05-19,0.89,0.95,2.26
2017-05-22,0.89,0.96,2.24
2017-05-23,0.89,0.98,2.22
2017-05-24,0.89,0.97,2.25
2017-05-25,0.89,0.95,2.24
2017-05-26,0.89,0.95,2.24
2017-05-29,0.89,0.95,2.24
2017-05-30,0.89,0.93,2.25
2017-05-31,0.89,0.93,2.23
2017-06-01,0.98,0.93,2.24
2017-06-02,0.98,0.87,2.24
2017-06-05,0.98,0.86,2.24
2017-06-06,0.98,0.84,2.25
2017-06-07,0.98,0.86,2.23
2017-06-08,0.98,0.86,2.23
2017-06-09,0.98,0.86,2.21
2017-06-12,0.98,0.86,2.22
2017-06-13,0.98,0.83,2.21
2017-06-14,0.98,0.8,2.19
2017-06-15,0.98,0.81,2.18
2017-06-16,0.98,0.84,2.19
2017-06-19,0.98,0.83,2.17
2017-06-20,0.98,0.8,2.16
2017-06-21,0.98,0.8,2.15
2017-06-22,0.98,0.81,2.16
2017-06-23,0.98,0.81,2.15
2017-06-26,0.98,0.78,2.15
2017-06-27,0.98,0.83,2.12
2017-06-28,0.98,0.88,2.14
2017-06-29,0.98,0.89,2.11
2017-06-30,0.98,0.93,2.09
2017-07-01,1.07,0.93,2.09
2017-07-03,1.07,0.94,2.07
2017-07-04,1.07,0.94,2.07
2017-07-05,1.07,0.92,2.08
2017-07-06,1.07,0.97,2.07
2017-07-07,1.07,0.99,2.08
2017-07-10,1.07,0.98,2.08
2017-07-11,1.07,1.0,2.08
2017-07-12,1.07,0.98,2.09
2017-07-13,1.07,0.98,2.09
2017-07-14,1.07,0.98,2.09
2017-07-17,1.07,0.95,2.09
2017-07-18,1.07,0.91,2.08
2017-07-19,1.07,0.9,2.07
2017-07-20,1.07,0.9,2.05
2017-07-21,1.07,0.88,2.05
2017-07-24,1.07,0.89,2.06
2017-07-25,1.07,0.93,2.05
2017-07-26,1.07,0.93,2.07
2017-07-27,1.07,0.96,2.07
2017-07-28,1.07,0.96,2.05
2017-07-31,1.07,0.96,2.06
2017-08-01,1.01,0.92,2.06
2017-08-02,1.01,0.91,2.05
2017-08-03,1.01,0.9,2.05
2017-08-04,1.01,0.91,2.05
2017-08-07,1.01,0.9,2.06
2017-08-08,1.01,0.93,2.07
2017-08-09,1.01,0.91,2.09
2017-08-10,1.01,0.87,2.11
2017-08-11,1.01,0.89,2.12
2017-08-14,1.01,0.89,2.11
2017-08-15,1.01,0.92,2.09
2017-08-16,1.01,0.9,2.09
2017-08-17,1.01,0.87,2.11
2017-08-18,1.01,0.86,2.12
2017-08-21,1.01,0.86,2.12
2017-08-22,1.01,0.89,2.1
2017-08-23,1.01,0.85,2.12
2017-08-24,1.01,0.86,2.12
2017-08-25,1.01,0.82,2.12
2017-08-28,1.01,0.83,2.13
2017-08-29,1.01,0.8,2.15
2017-08-30,1.01,0.82,2.14
2017-08-31,1.01,0.79,2.14
2017-09-01,1.03,0.81,2.15
2017-09-04,1.03,0.81,2.15
2017-09-05,1.03,0.77,2.16
2017-09-06,1.03,0.8,2.17
2017-09-07,1.03,0.78,2.17
2017-09-08,1.03,0.79,2.17
2017-09-11,1.03,0.82,2.15
2017-09-12,1.03,0.84,2.16
2017-09-13,1.03,0.85,2.13
2017-09-14,1.03,0.83,2.11
2017-09-15,1.03,0.81,2.1
2017-09-18,1.03,0.83,2.1
2017-09-19,1.03,0.84,2.09
2017-09-20,1.03,0.83,2.06
2017-09-21,1.03,0.82,2.05
2017-09-22,1.03,0.8,2.05
2017-09-25,1.03,0.78,2.06
2017-09-26,1.03,0.79,2.04
2017-09-27,1.03,0.84,2.06
2017-09-28,1.03,0.86,2.05
2017-09-29,1.03,0.86,2.0
2017-10-01,1.07,0.86,2.0
2017-10-02,1.07,0.85,1.99
2017-10-03,1.07,0.86,2.0
2017-10-04,1.07,0.86,2.01
2017-10-05,1.07,0.86,2.0
2017-10-06,1.07,0.83,1.98
2017-10-09,1.07,0.83,1.98
2017-10-10,1.07,0.84,1.97
2017-10-11,1.07,0.84,1.97
2017-10-12,1.07,0.82,1.97
2017-10-13,1.07,0.77,1.97
2017-10-16,1.07,0.76,1.97
2017-10-17,1.07,0.76,1.95
2017-10-18,1.07,0.75,1.95
2017-10-19,1.07,0.75,1.94
2017-10-20,1.07,0.79,1.94
2017-10-23,1.07,0.8,1.94
2017-10-24,1.07,0.82,1.92
2017-10-25,1.07,0.83,1.93
2017-10-26,1.07,0.83,1.91
2017-10-27,1.07,0.83,1.93
2017-10-30,1.07,0.79,1.92
2017-10-31,1.07,0.78,1.91
2017-11-01,1.23,0.76,1.92
2017-11-02,1.23,0.74,1.91
2017-11-03,1.23,0.71,1.91
2017-11-06,1.23,0.71,1.92
2017-11-07,1.23,0.69,1.9
2017-11-08,1.23,0.67,1.92
2017-11-09,1.23,0.7,1.93
2017-11-10,1.23,0.73,1.93
2017-11-13,1.23,0.7,1.93
2017-11-14,1.23,0.7,1.93
2017-11-15,1.23,0.65,1.95
2017-11-16,1.23,0.65,1.92
2017-11-17,1.23,0.62,1.93
2017-11-20,1.23,0.6,1.91
2017-11-21,1.23,0.59,1.88
2017-11-22,1.23,0.58,1.91
2017-11-23,1.23,0.58,1.91
2017-11-24,1.23,0.59,1.9
2017-11-27,1.23,0.58,1.93
2017-11-28,1.23,0.59,1.91
2017-11-29,1.23,0.59,1.92
2017-11-30,1.23,0.64,1.88
2017-12-01,1.32,0.59,1.87
2017-12-04,1.32,0.57,1.87
2017-12-05,1.32,0.53,1.84
2017-12-06,1.32,0.55,1.86
2017-12-07,1.32,0.57,1.88
2017-12-08,1.32,0.58,1.87
2017-12-11,1.32,0.57,1.85
2017-12-12,1.32,0.57,1.84
2017-12-13,1.32,0.57,1.83
2017-12-14,1.32,0.53,1.82
2017-12-15,1.32,0.51,1.8
2017-12-18,1.32,0.55,1.81
2017-12-19,1.32,0.59,1.81
2017-12-20,1.32,0.62,1.82
2017-12-21,1.32,0.59,1.79
2017-12-22,1.32,0.57,1.79
2017-12-25,1.32,0.57,1.79
2017-12-26,1.32,0.55,1.78
2017-12-27,1.32,0.53,1.76
2017-12-28,1.32,0.52,1.76
2017-12-29,1.32,0.51,1.77
2018-01-01,1.41,0.51,1.77
2018-01-02,1.41,0.54,1.78
2018-01-03,1.41,0.5,1.77
2018-01-04,1.41,0.5,1.75
2018-01-05,1.41,0.51,1.76
2018-01-08,1.41,0.53,1.74
2018-01-09,1.41,0.57,1.74
2018-01-10,1.41,0.57,1.73
2018-01-11,1.41,0.56,1.69
2018-01-12,1.41,0.56,1.68
2018-01-15,1.41,0.56,1.68
2018-01-16,1.41,0.51,1.66
2018-01-17,1.41,0.52,1.66
2018-01-18,1.41,0.57,1.64
2018-01-19,1.41,0.58,1.64
2018-01-22,1.41,0.58,1.64
2018-01-23,1.41,0.57,1.64
2018-01-24,1.41,0.57,1.65
2018-01-25,1.41,0.55,1.61
2018-01-26,1.41,0.53,1.6
2018-01-29,1.41,0.59,1.59
2018-01-30,1.41,0.6,1.59
2018-01-31,1.41,0.58,1.56
2018-02-01,1.57,0.62,1.56
2018-02-02,1.57,0.69,1.58
2018-02-05,1.57,0.69,1.63
2018-02-06,1.57,0.69,1.61
2018-02-07,1.57,0.69,1.62
2018-02-08,1.57,0.72,1.63
2018-02-09,1.57,0.78,1.67
2018-02-12,1.57,0.77,1.64
2018-02-13,1.57,0.73,1.69
2018-02-14,1.57,0.74,1.66
2018-02-15,1.57,0.71,1.63
2018-02-16,1.57,0.66,1.66
2018-02-19,1.57,0.66,1.66
2018-02-20,1.57,0.63,1.67
2018-02-21,1.57,0.68,1.67
2018-02-22,1.57,0.67,1.68
2018-02-23,1.57,0.63,1.68
2018-02-26,1.57,0.64,1.7
2018-02-27,1.57,0.63,1.69
2018-02-28,1.57,0.62,1.68
2018-03-01,1.7,0.59,1.72
2018-03-02,1.7,0.61,1.72
2018-03-05,1.7,0.64,1.72
2018-03-06,1.7,0.63,1.75
2018-03-07,1.7,0.64,1.77
2018-03-08,1.7,0.61,1.78
2018-03-09,1.7,0.63,1.77
2018-03-12,1.7,0.6,1.79
2018-03-13,1.7,0.58,1.8
2018-03-14,1.7,0.55,1.8
2018-03-15,1.7,0.53,1.81
2018-03-16,1.7,0.54,1.79
2018-03-19,1.7,0.54,1.8
2018-03-20,1.7,0.55,1.79
2018-03-21,1.7,0.58,1.82
2018-03-22,1.7,0.54,1.84
2018-03-23,1.7,0.54,1.87
2018-03-26,1.7,0.52,1.84
2018-03-27,1.7,0.52,1.86
2018-03-28,1.7,0.49,1.86
2018-03-29,1.7,0.47,1.85
2018-03-30,1.7,0.47,1.85
2018-04-01,1.76,0.47,1.85
2018-04-02,1.76,0.48,1.86
2018-04-03,1.76,0.51,1.84
2018-04-04,1.76,0.51,1.85
2018-04-05,1.76,0.53,1.84
2018-04-06,1.76,0.5,1.84
2018-04-09,1.76,0.49,1.83
2018-04-10,1.76,0.48,1.8
2018-04-11,1.76,0.47,1.8
2018-04-12,1.76,0.49,1.79
2018-04-13,1.76,0.45,1.79
2018-04-16,1.76,0.44,1.77
2018-04-17,1.76,0.41,1.76
2018-04-18,1.76,0.45,1.76
2018-04-19,1.76,0.48,1.77
2018-04-20,1.76,0.5,1.78
2018-04-23,1.76,0.49,1.76
2018-04-24,1.76,0.52,1.77
2018-04-25,1.76,0.54,1.8
2018-04-26,1.76,0.51,1.8
2018-04-27,1.76,0.47,1.8
2018-04-30,1.76,0.46,1.79
2018-05-01,1.86,0.47,1.82
2018-05-02,1.86,0.48,1.83
2018-05-03,1.86,0.45,1.86
2018-05-04,1.86,0.44,1.86
2018-05-07,1.86,0.46,1.87
2018-05-08,1.86,0.46,1.87
2018-05-09,1.86,0.46,1.86
2018-05-10,1.86,0.43,1.84
2018-05-11,1.86,0.43,1.82
2018-05-14,1.86,0.45,1.81
2018-05-15,1.86,0.5,1.81
2018-05-16,1.86,0.51,1.8
2018-05-17,1.86,0.54,1.82
2018-05-18,1.86,0.51,1.83
2018-05-21,1.86,0.48,1.83
2018-05-22,1.86,0.47,1.83
2018-05-23,1.86,0.48,1.84
2018-05-24,1.86,0.48,1.84
2018-05-25,1.86,0.45,1.85
2018-05-28,1.86,0.45,1.85
2018-05-29,1.86,0.45,1.96
2018-05-30,1.86,0.42,1.91
2018-05-31,1.86,0.43,1.89
2018-06-01,1.9,0.42,1.9
2018-06-04,1.9,0.42,1.88
2018-06-05,1.9,0.43,1.9
2018-06-06,1.9,0.45,1.91
2018-06-07,1.9,0.43,1.89
2018-06-08,1.9,0.43,1.9
2018-06-11,1.9,0.44,1.89
2018-06-12,1.9,0.42,1.88
2018-06-13,1.9,0.39,1.87
2018-06-14,1.9,0.35,1.88
2018-06-15,1.9,0.38,1.87
2018-06-18,1.9,0.36,1.9
2018-06-19,1.9,0.35,1.91
2018-06-20,1.9,0.37,1.92
2018-06-21,1.9,0.34,1.95
2018-06-22,1.9,0.34,1.97
2018-06-25,1.9,0.33,1.99
2018-06-26,1.9,0.35,1.99
2018-06-27,1.9,0.31,1.98
2018-06-28,1.9,0.32,2.0
2018-06-29,1.9,0.33,1.99
2018-07-01,1.96,0.33,1.99
2018-07-02,1.96,0.3,1.97
2018-07-03,1.96,0.3,1.99
2018-07-04,1.96,0.3,1.99
2018-07-05,1.96,0.29,1.95
2018-07-06,1.96,0.29,1.96
2018-07-09,1.96,0.29,1.93
2018-07-10,1.96,0.28,1.91
2018-07-11,1.96,0.27,1.91
2018-07-12,1.96,0.25,1.9
2018-07-13,1.96,0.24,1.9
2018-07-16,1.96,0.26,1.91
2018-07-17,1.96,0.24,1.9
2018-07-18,1.96,0.28,1.89
2018-07-19,1.96,0.24,1.9
2018-07-20,1.96,0.29,1.91
2018-07-23,1.96,0.32,1.91
2018-07-24,1.96,0.32,1.88
2018-07-25,1.96,0.28,1.87
2018-07-26,1.96,0.29,1.85
2018-07-27,1.96,0.29,1.84
2018-07-30,1.96,0.32,1.84
2018-07-31,1.96,0.29,1.83
2018-08-01,2.03,0.33,1.83
2018-08-02,2.03,0.32,1.84
2018-08-03,2.03,0.32,1.84
2018-08-06,2.03,0.3,1.82
2018-08-07,2.03,0.3,1.82
2018-08-08,2.03,0.28,1.84
2018-08-09,2.03,0.29,1.85
2018-08-10,2.03,0.26,1.87
2018-08-13,2.03,0.27,1.91
2018-08-14,2.03,0.26,1.9
2018-08-15,2.03,0.25,1.9
2018-08-16,2.03,0.24,1.89
2018-08-17,2.03,0.26,1.89
2018-08-20,2.03,0.22,1.89
2018-08-21,2.03,0.24,1.88
2018-08-22,2.03,0.22,1.91
2018-08-23,2.03,0.21,1.9
2018-08-24,2.03,0.19,1.9
2018-08-27,2.03,0.18,1.89
2018-08-28,2.03,0.21,1.9
2018-08-29,2.03,0.22,1.88
2018-08-30,2.03,0.22,1.9
2018-08-31,2.03,0.24,1.92
2018-09-01,2.13,0.24,1.92
2018-09-03,2.13,0.24,1.92
2018-09-04,2.13,0.24,1.94
2018-09-05,2.13,0.24,1.95
2018-09-06,2.13,0.24,1.93
2018-09-07,2.13,0.23,1.93
2018-09-10,2.13,0.21,1.92
2018-09-11,2.13,0.22,1.9
2018-09-12,2.13,0.23,1.89
2018-09-13,2.13,0.21,1.87
2018-09-14,2.13,0.21,1.88
2018-09-17,2.13,0.21,1.88
2018-09-18,2.13,0.24,1.88
2018-09-19,2.13,0.27,1.88
2018-09-20,2.13,0.26,1.85
2018-09-21,2.13,0.26,1.83
2018-09-24,2.13,0.25,1.84
2018-09-25,2.13,0.27,1.83
2018-09-26,2.13,0.23,1.84
2018-09-27,2.13,0.23,1.83
2018-09-28,2.13,0.24,1.84
2018-10-01,2.25,0.27,1.83
2018-10-02,2.25,0.23,1.84
2018-10-03,2.25,0.3,1.83
2018-10-04,2.25,0.32,1.84
2018-10-05,2.25,0.35,1.85
2018-10-08,2.25,0.35,1.85
2018-10-09,2.25,0.33,1.84
2018-10-10,2.25,0.34,1.86
2018-10-11,2.25,0.29,1.88
2018-10-12,2.25,0.3,1.88
2018-10-15,2.25,0.31,1.89
2018-10-16,2.25,0.29,1.88
2018-10-17,2.25,0.3,1.88
2018-10-18,2.25,0.3,1.92
2018-10-19,2.25,0.28,1.92
2018-10-22,2.25,0.28,1.92
2018-10-23,2.25,0.28,1.96
2018-10-24,2.25,0.26,1.99
2018-10-25,2.25,0.28,1.98
2018-10-26,2.25,0.27,2.02
2018-10-29,2.25,0.27,2.02
2018-10-30,2.25,0.28,2.03
2018-10-31,2.25,0.28,2.03
2018-11-01,2.33,0.3,2.04
2018-11-02,2.33,0.31,2.02
2018-11-05,2.33,0.29,2.02
2018-11-06,2.33,0.29,1.98
2018-11-07,2.33,0.26,1.96
2018-11-08,2.33,0.26,1.96
2018-11-09,2.33,0.25,1.98
2018-11-12,2.33,0.25,1.98
2018-11-13,2.33,0.25,2.04
2018-11-14,2.33,0.26,2.09
2018-11-15,2.33,0.25,2.13
2018-11-16,2.33,0.27,2.13
2018-11-19,2.33,0.27,2.16
2018-11-20,2.33,0.27,2.17
2018-11-21,2.33,0.25,2.17
2018-11-22,2.33,0.25,2.17
2018-11-23,2.33,0.24,2.18
2018-11-26,2.33,0.23,2.16
2018-11-27,2.33,0.23,2.2
2018-11-28,2.33,0.25,2.22
2018-11-29,2.33,0.22,2.26
2018-11-30,2.33,0.21,2.27
2018-12-01,2.37,0.21,2.27
2018-12-03,2.37,0.15,2.26
2018-12-04,2.37,0.11,2.25
2018-12-05,2.37,0.11,2.25
2018-12-06,2.37,0.12,2.29
2018-12-07,2.37,0.13,2.31
2018-12-10,2.37,0.13,2.31
2018-12-11,2.37,0.11,2.26
2018-12-12,2.37,0.14,2.24
2018-12-13,2.37,0.16,2.25
2018-12-14,2.37,0.16,2.25
2018-12-17,2.37,0.16,2.25
2018-12-18,2.37,0.17,2.26
2018-12-19,2.37,0.14,2.27
2018-12-20,2.37,0.12,2.28
2018-12-21,2.37,0.16,2.31
2018-12-24,2.37,0.19,2.35
2018-12-25,2.37,0.19,2.35
2018-12-26,2.37,0.2,2.33
2018-12-27,2.37,0.21,2.36
2018-12-28,2.37,0.2,2.44
2018-12-31,2.37,0.21,2.45
2019-01-01,2.37,0.21,2.45
2019-01-02,2.37,0.16,2.45
2019-01-03,2.37,0.17,2.48
2019-01-04,2.37,0.17,2.45
2019-01-07,2.37,0.17,2.42
2019-01-08,2.37,0.15,2.39
2019-01-09,2.37,0.18,2.39
2019-01-10,2.37,0.18,2.42
2019-01-11,2.37,0.16,2.42
2019-01-14,2.37,0.18,2.46
2019-01-15,2.37,0.19,2.46
2019-01-16,2.37,0.18,2.45
2019-01-17,2.37,0.19,2.43
2019-01-18,2.37,0.17,2.38
2019-01-21,2.37,0.17,2.38
2019-01-22,2.37,0.16,2.38
2019-01-23,2.37,0.18,2.37
2019-01-24,2.37,0.16,2.37
2019-01-25,2.37,0.16,2.34
2019-01-28,2.37,0.15,2.36
2019-01-29,2.37,0.16,2.36
2019-01-30,2.37,0.18,2.37
2019-01-31,2.37,0.18,2.38
2019-02-01,2.39,0.18,2.31
2019-02-04,2.39,0.2,2.3
2019-02-05,2.39,0.18,2.27
2019-02-06,2.39,0.18,2.28
2019-02-07,2.39,0.17,2.31
2019-02-08,2.39,0.18,2.3
2019-02-11,2.39,0.17,2.3
2019-02-12,2.39,0.18,2.3
2019-02-13,2.39,0.18,2.27
2019-02-14,2.39,0.16,2.3
2019-02-15,2.39,0.14,2.28
2019-02-18,2.39,0.14,2.28
2019-02-19,2.39,0.15,2.28
2019-02-20,2.39,0.15,2.23
2019-02-21,2.39,0.16,2.23
2019-02-22,2.39,0.17,2.25
2019-02-25,2.39,0.16,2.23
2019-02-26,2.39,0.16,2.24
2019-02-27,2.39,0.19,2.25
2019-02-28,2.39,0.21,2.22
2019-03-01,2.4,0.21,2.22
2019-03-04,2.4,0.17,2.22
2019-03-05,2.4,0.17,2.22
2019-03-06,2.4,0.17,2.25
2019-03-07,2.4,0.17,2.25
2019-03-08,2.4,0.17,2.27
2019-03-11,2.4,0.17,2.27
2019-03-12,2.4,0.16,2.25
2019-03-13,2.4,0.16,2.26
2019-03-14,2.4,0.17,2.27
2019-03-15,2.4,0.16,2.28
2019-03-18,2.4,0.15,2.27
2019-03-19,2.4,0.15,2.27
2019-03-20,2.4,0.14,2.29
2019-03-21,2.4,0.13,2.28
2019-03-22,2.4,0.13,2.3
2019-03-25,2.4,0.17,2.28
2019-03-26,2.4,0.17,2.3
2019-03-27,2.4,0.17,2.28
2019-03-28,2.4,0.16,2.27
2019-03-29,2.4,0.14,2.26
2019-04-01,2.38,0.16,2.24
2019-04-02,2.38,0.18,2.24
2019-04-03,2.38,0.19,2.23
2019-04-04,2.38,0.18,2.22
2019-04-05,2.38,0.15,2.22
2019-04-08,2.38,0.16,2.21
2019-04-09,2.38,0.16,2.19
2019-04-10,2.38,0.17,2.21
2019-04-11,2.38,0.16,2.2
2019-04-12,2.38,0.16,2.15
2019-04-15,2.38,0.15,2.15
2019-04-16,2.38,0.19,2.12
2019-04-17,2.38,0.19,2.13
2019-04-18,2.38,0.19,2.12
2019-04-19,2.38,0.19,2.12
2019-04-22,2.38,0.21,2.14
2019-04-23,2.38,0.21,2.14
2019-04-24,2.38,0.21,2.14
2019-04-25,2.38,0.21,2.14
2019-04-26,2.38,0.23,2.13
2019-04-29,2.38,0.24,2.13
2019-04-30,2.38,0.24,2.14
2019-05-01,2.35,0.21,2.11
2019-05-02,2.35,0.2,2.12
2019-05-03,2.35,0.21,2.11
2019-05-06,2.35,0.2,2.14
2019-05-07,2.35,0.17,2.17
2019-05-08,2.35,0.19,2.17
2019-05-09,2.35,0.19,2.21
2019-05-10,2.35,0.21,2.2
2019-05-13,2.35,0.22,2.25
2019-05-14,2.35,0.22,2.24
2019-05-15,2.35,0.21,2.26
2019-05-16,2.35,0.2,2.24
2019-05-17,2.35,0.19,2.24
2019-05-20,2.35,0.2,2.24
2019-05-21,2.35,0.17,2.23
2019-05-22,2.35,0.16,2.26
2019-05-23,2.35,0.19,2.28
2019-05-24,2.35,0.16,2.31
2019-05-27,2.35,0.16,2.31
2019-05-28,2.35,0.14,2.32
2019-05-29,2.35,0.16,2.33
2019-05-30,2.35,0.16,2.33
2019-05-31,2.35,0.19,2.37
2019-06-01,2.17,0.19,2.37
2019-06-03,2.17,0.25,2.42
2019-06-04,2.17,0.24,2.42
2019-06-05,2.17,0.29,2.45
2019-06-06,2.17,0.24,2.44
2019-06-07,2.17,0.24,2.42
2019-06-10,2.17,0.25,2.39
2019-06-11,2.17,0.22,2.38
2019-06-12,2.17,0.25,2.41
2019-06-13,2.17,0.27,2.42
2019-06-14,2.17,0.25,2.42
2019-06-17,2.17,0.23,2.41
2019-06-18,2.17,0.2,2.4
2019-06-19,2.17,0.29,2.41
2019-06-20,2.17,0.29,2.38
2019-06-21,2.17,0.3,2.35
2019-06-24,2.17,0.3,2.33
2019-06-25,2.17,0.29,2.34
2019-06-26,2.17,0.28,2.32
2019-06-27,2.17,0.27,2.31
2019-06-28,2.17,0.25,2.31
2019-07-01,2.1,0.25,2.29
2019-07-02,2.1,0.21,2.29
2019-07-03,2.1,0.19,2.26
2019-07-04,2.1,0.19,2.26
2019-07-05,2.1,0.17,2.26
2019-07-08,2.1,0.17,2.23
2019-07-09,2.1,0.15,2.22
2019-07-10,2.1,0.25,2.25
2019-07-11,2.1,0.28,2.25
2019-07-12,2.1,0.28,2.25
2019-07-15,2.1,0.26,2.25
2019-07-16,2.1,0.26,2.23
