TICKER,date,COMNAM,SHRCD,EXCHCD,SICCD,PRC,VOL,RET,SHROUT,BIDLO,ASKHI,OPENPRC,vwretd,ewretd,sprtrn,market_cap,Size,Momentum,ShortTermReversal,LME,LTurnover,DollarVolume,spread,Volatility,Beta,BetaSquared,idio_vol,r2_1,r12_2,r12_7,r36_13,RET_lag_1_mon,52_week_high,Rel_to_high,SUV,CAPEI,bm,evm,pe_op_basic,pe_op_dil,pe_exi,pe_inc,ps,pcf,dpr,npm,opmbd,opmad,gpm,ptpm,cfm,roa,roe,roce,efftax,aftret_eq,aftret_invcapx,aftret_equity,pretret_noa,pretret_earnat,GProf,equity_invcap,debt_invcap,totdebt_invcap,capital_ratio,int_debt,int_totdebt,cash_lt,invt_act,rect_act,debt_at,debt_ebitda,short_debt,curr_debt,lt_debt,profit_lct,ocf_lct,cash_debt,fcf_ocf,lt_ppent,dltt_be,debt_assets,debt_capital,de_ratio,intcov,intcov_ratio,cash_ratio,quick_ratio,curr_ratio,cash_conversion,inv_turn,at_turn,rect_turn,pay_turn,sale_invcap,sale_equity,sale_nwc,rd_sale,adv_sale,staff_sale,accrual,ptb,PEG_trailing,divyield,TB3MS,T10Y2Y,BAA10Y
COF,2014-11-30,CAPITAL ONE FINANCIAL CORP,11.0,1.0,6021,83.2,1161917.0,0.005438,555971.0,82.59,83.69,82.62,-0.006097,-0.013253,-0.002542,46256787.2,17.64971876142621,0.0069365582217815,0.001089,45629621.510000005,1.1143971682705285,96671494.4,0.0150264810937307,0.0073436678201448,-0.0115477824291821,0.0001333512790317,0.0001556823001917,0.001089,0.007105,-0.018824,-0.001497,0.001089,,,-2.557396098882076,13.651,0.966,10.059,10.919,11.093,11.304,11.413,1.958,19.106,0.189,0.183,0.301,0.301,0.301,0.275,0.266,0.024,0.102,0.091,0.316,0.1,0.074,0.102,0.29,0.2105,0.024,0.66,0.34,0.583,0.34,0.023,0.013,0.035,0.08,0.259,0.128,4.838,0.418,0.302,0.087,0.826,0.605,0.039,0.752,66.857,0.514,0.855,0.836,5.881,9.673,14.257,0.495,1.116,1.298,46.891,40.95,0.08,0.121,0.092,0.362,0.548,6.851,0.0,0.0,0.183,0.006,1.051,63.498,0.0144,0.02,1.71,2.52
COF,2014-12-31,CAPITAL ONE FINANCIAL CORP,11.0,1.0,6021,82.55,1523245.0,-0.009122,555971.0,82.53,83.95,83.83,-0.008784,-0.001034,-0.010311,45895406.05,17.641875583965184,0.0391672712884088,0.00012,45761973.01,1.3049099956190895,125743874.75,0.0076572240501816,0.0121148929443322,-0.0042539250054353,1.8095877951868207e-05,0.0001849023448751,0.00012,0.039285,0.0342179999999999,-0.028999,0.00012,84.95,0.9717480871100648,-1.075746203854244,13.544,0.966,10.059,10.833,11.007,11.216,11.324,1.942,18.957,0.189,0.183,0.301,0.301,0.301,0.275,0.266,0.024,0.102,0.091,0.316,0.1,0.074,0.102,0.29,0.2105,0.024,0.66,0.34,0.583,0.34,0.023,0.013,0.035,0.08,0.259,0.128,4.838,0.418,0.302,0.087,0.826,0.605,0.039,0.752,66.857,0.514,0.855,0.836,5.881,9.673,14.257,0.495,1.116,1.298,46.891,40.95,0.08,0.121,0.092,0.362,0.548,6.851,0.0,0.0,0.183,0.006,1.043,56.442,0.0144999999999999,0.03,1.5,2.51
COF,2015-01-31,CAPITAL ONE FINANCIAL CORP,11.0,1.0,6021,73.21,4937840.0,-0.023346,555971.0,73.11,74.91,74.5,-0.012152,-0.009641,-0.012992,40702636.91,17.5218034372576,-0.0437559399481862,0.00685,46317944.01,1.608746298927097,361499266.4,0.0098427559716719,0.0140585979568788,-0.1510788809721649,0.0228248282758015,0.0073727493961032,0.00685,-0.0435219999999999,-0.027967,-0.057469,0.00685,84.95,0.8618010594467332,0.9741657598172304,12.012,0.966,10.059,9.608,9.761,9.947,10.043,1.723,16.812,0.189,0.183,0.301,0.301,0.301,0.275,0.266,0.024,0.102,0.091,0.316,0.1,0.074,0.102,0.29,0.2105,0.024,0.66,0.34,0.583,0.34,0.023,0.013,0.035,0.08,0.259,0.128,4.838,0.418,0.302,0.087,0.826,0.605,0.039,0.752,66.857,0.514,0.855,0.836,5.881,9.673,14.257,0.495,1.116,1.298,46.891,40.95,0.08,0.121,0.092,0.362,0.548,6.851,0.0,0.0,0.183,0.006,0.925,57.98,0.0163999999999999,0.03,1.21,2.61
COF,2015-02-28,CAPITAL ONE FINANCIAL CORP,11.0,1.0,6021,78.71,3329248.0,-0.005559,551591.0,78.71,79.41,78.86,-0.002605,-0.001387,-0.002956,43415727.61,17.586332320751392,0.0271225417429505,-0.006402,41392040.95,1.558367949962129,262045110.08,0.0318635552323659,0.0113162583098041,-0.0068613999982,4.707880993530024e-05,0.0002836424985241,-0.006402,0.027407,0.0306389999999999,-0.0199009999999999,-0.006402,84.95,0.9265450264861682,0.5489825826417921,11.515,0.986,11.326,10.117,10.275,10.384,10.37,1.819,4.666,0.157,0.185,0.348,0.298,0.348,0.275,0.269,0.027,0.102,0.081,0.327,0.1,0.082,0.102,0.29,0.2105,0.027,0.623,0.377,0.67,0.377,0.022,0.011,0.036,0.08,0.259,0.157,5.83,0.438,0.302,0.103,0.826,0.605,0.035,0.946,71.588,0.604,0.854,0.836,5.855,10.008,14.509,0.495,1.116,1.298,46.891,36.865,0.079,0.119,0.088,0.33,0.53,6.851,0.0,0.0,0.192,-0.016,0.964,3.646,0.0152,0.02,1.37,2.46
COF,2015-03-31,CAPITAL ONE FINANCIAL CORP,11.0,1.0,6021,78.82,2666749.0,-0.004798,549458.0,78.45,79.185,78.58,-0.007119,-0.003535,-0.008796,43308279.559999995,17.583854388550492,-0.0100021770054058,0.006993,43658427.650000006,1.2398314578330902,210193156.18,0.0128213265629959,0.0145118045244298,-0.0017646512928496,3.113994185356047e-06,7.285235527283626e-05,0.006993,-0.0095259999999999,0.0157679999999999,0.050561,0.006993,84.95,0.927839905826957,0.2360288568565074,11.486,0.986,11.326,10.131,10.29,10.398,10.385,1.814,4.655,0.157,0.185,0.348,0.298,0.348,0.275,0.269,0.027,0.102,0.081,0.327,0.1,0.082,0.102,0.29,0.2105,0.027,0.623,0.377,0.67,0.377,0.022,0.011,0.036,0.08,0.259,0.157,5.83,0.438,0.302,0.103,0.826,0.605,0.035,0.946,71.588,0.604,0.854,0.836,5.855,10.008,14.509,0.495,1.116,1.298,46.891,36.865,0.079,0.119,0.088,0.33,0.53,6.851,0.0,0.0,0.192,-0.016,0.961,3.651,0.0152,0.03,1.38,2.55
COF,2015-04-30,CAPITAL ONE FINANCIAL CORP,11.0,1.0,6021,80.85,4201151.0,0.006098,549458.0,79.82,80.85,80.23,-0.010676,-0.011719,-0.010129,44423679.3,17.60928320280675,-0.0121705362445333,-0.004583,43308279.559999995,1.2296484307630162,339663058.34999996,0.0093253401846036,0.0077141364825269,0.271619660726505,0.0737772400931817,0.0147846100690946,-0.004583,-0.0117929999999999,0.0053049999999999,0.047379,-0.004583,84.95,0.9517363154796938,2.1300800838332536,11.782,0.986,11.326,10.392,10.555,10.666,10.652,1.861,4.775,0.157,0.185,0.348,0.298,0.348,0.275,0.269,0.027,0.102,0.081,0.327,0.1,0.082,0.102,0.29,0.2105,0.027,0.623,0.377,0.67,0.377,0.022,0.011,0.036,0.08,0.259,0.157,5.83,0.438,0.302,0.103,0.826,0.605,0.035,0.946,71.588,0.604,0.854,0.836,5.855,10.008,14.509,0.495,1.116,1.298,46.891,36.865,0.079,0.119,0.088,0.33,0.53,6.851,0.0,0.0,0.192,-0.016,0.986,3.745,0.0148,0.02,1.47,2.6
COF,2015-05-31,CAPITAL ONE FINANCIAL CORP,11.0,1.0,6021,83.56,2473589.0,-0.008778,546424.0,83.32,84.52,84.38,-0.005829,-0.002778,-0.006318,45659189.44,17.636715446827758,0.0167641518929291,-0.003899,44154444.88,1.1954015987166906,206693096.84,0.0143008145246532,0.0073887206589717,0.002463275845917,6.067727893078185e-06,0.0001861255411395,-0.003899,0.016921,0.0291749999999999,0.0389409999999999,-0.003899,85.41,0.9783397728603208,0.1849343236780441,12.365,1.059,11.326,10.699,10.852,10.923,10.952,1.891,5.611,0.195,0.184,0.293,0.293,0.293,0.27,0.265,0.024,0.101,0.084,0.327,0.099,0.072,0.101,0.29,0.2105,0.023,0.623,0.377,0.596,0.377,0.018,0.011,0.035,0.08,0.259,0.141,5.83,0.368,0.302,0.104,0.826,0.605,0.035,0.935,69.532,0.605,0.853,0.834,5.794,10.029,14.395,0.495,1.116,1.298,46.891,22.08,0.08,0.121,0.1,0.337,0.541,6.851,0.0,0.0,0.192,-0.012,0.998,4.868,0.0191,0.02,1.51,2.72
COF,2015-06-30,CAPITAL ONE FINANCIAL CORP,11.0,1.0,6021,87.97,2827527.0,0.002507,546424.0,87.71,88.75,88.52,0.002975,0.004032,0.002658,48068919.28,17.688146357403976,0.0020543156840091,-0.014709,45566297.36,1.3070002052060523,248737550.19,0.0108871208948975,0.0084681432083644,-0.0097985143730069,9.601088391802306e-05,0.0004732999865651,-0.014709,0.002281,0.0198929999999999,0.052546,-0.014709,89.38,0.9842246587603491,0.0610808649172837,13.018,1.059,11.326,11.264,11.425,11.499,11.529,1.991,5.907,0.195,0.184,0.293,0.293,0.293,0.27,0.265,0.024,0.101,0.084,0.327,0.099,0.072,0.101,0.29,0.2105,0.023,0.623,0.377,0.596,0.377,0.018,0.011,0.035,0.08,0.259,0.141,5.83,0.368,0.302,0.104,0.826,0.605,0.035,0.935,69.532,0.605,0.853,0.834,5.794,10.029,14.395,0.495,1.116,1.298,46.891,22.08,0.08,0.121,0.1,0.337,0.541,6.851,0.0,0.0,0.192,-0.012,1.051,5.125,0.0182,0.02,1.71,2.83
COF,2015-07-31,CAPITAL ONE FINANCIAL CORP,11.0,1.0,6021,81.3,3677191.0,-0.002454,542500.0,80.9,81.6,81.58,-0.000764,0.002575,-0.002272,44105250.0,17.602089380950517,-0.0954489287924482,0.023612,48413166.4,1.595620752457125,298955628.3,0.009255079006772,0.0314962460371324,0.0073798939178708,5.4462834239026446e-05,0.0001476675768974,0.023612,-0.0904089999999999,0.0075179999999999,0.03659,0.023612,91.71,0.8864900228982663,0.3274973622980102,11.944,1.059,11.326,10.41,10.558,10.627,10.655,1.827,5.42,0.195,0.184,0.293,0.293,0.293,0.27,0.265,0.024,0.101,0.084,0.327,0.099,0.072,0.101,0.29,0.2105,0.023,0.623,0.377,0.596,0.377,0.018,0.011,0.035,0.08,0.259,0.141,5.83,0.368,0.302,0.104,0.826,0.605,0.035,0.935,69.532,0.605,0.853,0.834,5.794,10.029,14.395,0.495,1.116,1.298,46.891,22.08,0.08,0.121,0.1,0.337,0.541,6.851,0.0,0.0,0.192,-0.012,0.964,4.736,0.0197,0.03,1.53,2.94
COF,2015-08-31,CAPITAL ONE FINANCIAL CORP,11.0,1.0,6021,77.75,2674332.0,0.005561,542429.0,76.67,78.11,77.02,-0.007265,0.001207,-0.008392,42173854.75,17.557311031315102,-0.0425950440774836,-0.000517,44105250.0,1.4878855918513103,207929313.0,0.0086153846153844,0.0186322332393143,-0.0111018641472897,0.0001232513875448,0.0001887124020585,-0.000517,-0.0406469999999999,-0.051911,-0.0666189999999999,-0.000517,91.71,0.8477810489586741,-0.3896146822632806,11.163,0.978,11.326,10.367,10.521,10.997,10.951,1.732,4.83,0.233,0.168,0.277,0.277,0.277,0.246,0.25,0.022,0.091,0.077,0.327,0.089,0.064,0.091,0.29,0.2105,0.022,0.593,0.407,0.58,0.407,0.016,0.011,0.034,0.08,0.259,0.145,5.83,0.298,0.302,0.119,0.826,0.605,0.035,0.945,70.932,0.687,0.852,0.833,5.755,9.261,13.638,0.495,1.116,1.298,46.891,20.419,0.079,0.12,0.099,0.318,0.537,6.851,0.0,0.0,0.192,-0.015,0.904,1.512,0.0206,0.07,1.47,3.15
COF,2015-09-30,CAPITAL ONE FINANCIAL CORP,11.0,1.0,6021,72.52,2689567.0,0.013557,542429.0,71.76,72.86,72.72,0.01943,0.014167,0.019076,39336951.08,17.48767486614241,-0.0555705895317081,-0.008591,42173854.75,1.3540559509799135,195047398.84,0.0186070551750871,0.0151069503184357,0.1829306762108276,0.0334636322989506,0.014819410805343,-0.008591,-0.0557959999999999,-0.026923,-0.080283,-0.008591,91.71,0.7907534619997819,0.0670716203076792,10.412,0.978,11.326,9.669,9.813,10.257,10.214,1.616,4.505,0.233,0.168,0.277,0.277,0.277,0.246,0.25,0.022,0.091,0.077,0.327,0.089,0.064,0.091,0.29,0.2105,0.022,0.593,0.407,0.58,0.407,0.016,0.011,0.034,0.08,0.259,0.145,5.83,0.298,0.302,0.119,0.826,0.605,0.035,0.945,70.932,0.687,0.852,0.833,5.755,9.261,13.638,0.495,1.116,1.298,46.891,20.419,0.079,0.12,0.099,0.318,0.537,6.851,0.0,0.0,0.192,-0.015,0.843,1.411,0.0220999999999999,0.02,1.42,3.29
COF,2015-10-31,CAPITAL ONE FINANCIAL CORP,11.0,1.0,6021,78.9,2706951.0,-0.016209,534900.0,78.82,80.73,80.55,-0.004004,-0.001223,-0.00481,42203610.0,17.55801632037117,0.1052910152144803,-0.011585,39564771.26,1.4733007204045694,213578433.9,0.0174057190219642,0.0234407691190954,0.3559884001582033,0.126727741047197,0.0143099023943039,-0.011585,0.10441,0.032852,-0.042344,-0.011585,91.71,0.8603205757278378,0.100915840995203,11.171,0.978,11.326,10.52,10.677,11.16,11.113,1.733,4.833,0.233,0.168,0.277,0.277,0.277,0.246,0.25,0.022,0.091,0.077,0.327,0.089,0.064,0.091,0.29,0.2105,0.022,0.593,0.407,0.58,0.407,0.016,0.011,0.034,0.08,0.259,0.145,5.83,0.298,0.302,0.119,0.826,0.605,0.035,0.945,70.932,0.687,0.852,0.833,5.755,9.261,13.638,0.495,1.116,1.298,46.891,20.419,0.079,0.12,0.099,0.318,0.537,6.851,0.0,0.0,0.192,-0.015,0.905,1.535,0.0203,0.02,1.41,3.19
COF,2015-11-30,CAPITAL ONE FINANCIAL CORP,11.0,1.0,6021,78.51,2999660.0,-0.006203,532045.0,78.37,79.5,79.08,-0.003859,-0.000273,-0.004641,41770852.95,17.547709356422878,0.0016482337897312,-0.000506,43502805.8,1.310015226650047,235503306.6,0.0183438473486458,0.0131618226417404,1.5050479949996114,2.2651694672523504,0.0191514140963253,-0.000506,0.002605,0.00987,0.0599769999999999,-0.000506,91.71,0.8560680405626432,0.4364096481167385,10.867,1.229,11.326,10.276,10.399,11.042,10.889,1.696,3.938,0.251,0.165,0.276,0.276,0.276,0.242,0.248,0.022,0.09,0.076,0.327,0.087,0.06,0.09,0.29,0.2105,0.022,0.582,0.418,0.559,0.418,0.015,0.011,0.034,0.08,0.259,0.144,5.83,0.252,0.302,0.126,0.826,0.605,0.035,0.952,72.203,0.719,0.851,0.832,5.694,9.02,13.374,0.495,1.116,1.298,46.891,19.871,0.079,0.12,0.097,0.309,0.532,6.851,0.0,0.0,0.192,-0.021,0.876,1.788,0.0204,0.12,1.27,3.2
COF,2015-12-31,CAPITAL ONE FINANCIAL CORP,11.0,1.0,6021,72.18,1722102.0,-0.014069,532045.0,72.16,73.26,72.71,-0.008181,-0.002015,-0.009412,38403008.1,17.463646350427357,-0.0013640207570408,-0.00786,42467831.9,1.3170835311703304,124301322.36,0.0138696255201108,0.0163186726159748,-0.0022219393243404,4.9370143610503445e-06,0.2054763822251905,-0.00786,-4.599999999996621e-05,-0.0062379999999999,-0.090327,-0.00786,91.71,0.787046123650638,-0.8506021829275607,9.99,1.229,11.326,9.448,9.56,10.152,10.011,1.56,3.62,0.251,0.165,0.276,0.276,0.276,0.242,0.248,0.022,0.09,0.076,0.327,0.087,0.06,0.09,0.29,0.2105,0.022,0.582,0.418,0.559,0.418,0.015,0.011,0.034,0.08,0.259,0.144,5.83,0.252,0.302,0.126,0.826,0.605,0.035,0.952,72.203,0.719,0.851,0.832,5.694,9.02,13.374,0.495,1.116,1.298,46.891,19.871,0.079,0.12,0.097,0.309,0.532,6.851,0.0,0.0,0.192,-0.021,0.805,1.644,0.0222,0.23,1.21,3.23
COF,2016-01-31,CAPITAL ONE FINANCIAL CORP,11.0,1.0,6021,65.62,6380161.0,0.041753,527300.0,63.2799,65.7,63.49,0.024547,0.022985,0.02476,34601426.0,17.359405453051515,-0.0427061035256912,-0.004897,39259600.55,2.494229045333473,418666164.82000005,0.0108696907661984,0.0260713695047389,-0.1368915415416805,0.0187392941456576,0.0108023773366794,-0.004897,-0.0398729999999999,-0.0714149999999999,-0.170161,-0.004897,91.71,0.7155163013848,0.9831536015517416,9.001,1.229,11.326,8.589,8.691,9.229,9.101,1.405,3.262,0.251,0.165,0.276,0.276,0.276,0.242,0.248,0.022,0.09,0.076,0.327,0.087,0.06,0.09,0.29,0.2105,0.022,0.582,0.418,0.559,0.418,0.015,0.011,0.034,0.08,0.259,0.144,5.83,0.252,0.302,0.126,0.826,0.605,0.035,0.952,72.203,0.719,0.851,0.832,5.694,9.02,13.374,0.495,1.116,1.298,46.891,19.871,0.079,0.12,0.097,0.309,0.532,6.851,0.0,0.0,0.192,-0.021,0.726,1.494,0.0243999999999999,0.26,1.18,3.48
COF,2016-02-29,CAPITAL ONE FINANCIAL CORP,11.0,1.0,6021,65.73,3404337.0,-0.021875,527380.0,65.7,67.18,66.93,-0.005893,0.001118,-0.008121,34664687.4,17.36123207257683,0.0868727001270481,0.011743,33513514.55,2.5355420683564205,223767071.01,0.0264485127675628,0.02207558892932,0.4110024524713303,0.1689230159374481,0.0171172380035278,0.011743,0.08611,0.062865,-0.088786,0.011743,91.71,0.7167157343801113,-0.4687762788854531,8.748,1.242,12.357,8.66,8.764,9.39,9.297,1.384,3.423,0.214,0.16,0.314,0.271,0.314,0.235,0.244,0.024,0.087,0.068,0.318,0.083,0.063,0.087,0.29,0.2105,0.024,0.475,0.525,0.594,0.525,0.013,0.01,0.035,0.08,0.259,0.177,7.517,0.118,0.302,0.182,0.826,0.605,0.035,0.947,80.012,1.103,0.858,0.841,6.065,8.513,12.727,0.495,1.116,1.298,46.891,22.45,0.078,0.116,0.094,0.252,0.53,6.851,0.0,0.0,0.199,-0.019,0.733,3.583,0.0243,0.31,0.96,3.55
COF,2016-03-31,CAPITAL ONE FINANCIAL CORP,11.0,1.0,6021,69.31,3222698.0,0.002314,519071.0,68.98,69.79,69.15,-0.000869,0.001595,-0.00204,35976811.01,17.398385150262868,-0.0111534466572115,0.004357,35856566.199999996,1.630032437406123,223365198.38,0.0275810659709279,0.0096877139968214,0.4017270897006574,0.16138465459936,0.0148625108569863,0.004357,-0.0109589999999999,0.007727,0.1497639999999999,0.004357,91.71,0.7557518264093338,0.6364294770600447,9.079,1.242,12.357,9.132,9.241,9.901,9.803,1.437,3.553,0.214,0.16,0.314,0.271,0.314,0.235,0.244,0.024,0.087,0.068,0.318,0.083,0.063,0.087,0.29,0.2105,0.024,0.475,0.525,0.594,0.525,0.013,0.01,0.035,0.08,0.259,0.177,7.517,0.118,0.302,0.182,0.826,0.605,0.035,0.947,80.012,1.103,0.858,0.841,6.065,8.513,12.727,0.495,1.116,1.298,46.891,22.45,0.078,0.116,0.094,0.252,0.53,6.851,0.0,0.0,0.199,-0.019,0.761,3.778,0.0231,0.29,1.05,3.12
COF,2016-04-30,CAPITAL ONE FINANCIAL CORP,11.0,1.0,6021,72.39,2966520.0,-0.013357,514500.0,71.87,73.29,72.99,-0.004465,-0.003775,-0.005063,37244655.0,17.43301900256129,0.0357132974364662,-0.01265,35976811.01,1.7460274336860966,214746382.8,0.0116739929379549,0.017387766223396,0.0023827865021793,5.677671514967953e-06,9.74495121573263e-05,-0.01265,0.03644,0.054314,0.0330719999999999,-0.01265,91.71,0.7893359502780505,0.1315918758525168,9.399,1.242,12.357,9.538,9.652,10.341,10.239,1.488,3.678,0.214,0.16,0.314,0.271,0.314,0.235,0.244,0.024,0.087,0.068,0.318,0.083,0.063,0.087,0.29,0.2105,0.024,0.475,0.525,0.594,0.525,0.013,0.01,0.035,0.08,0.259,0.177,7.517,0.118,0.302,0.182,0.826,0.605,0.035,0.947,80.012,1.103,0.858,0.841,6.065,8.513,12.727,0.495,1.116,1.298,46.891,22.45,0.078,0.116,0.094,0.252,0.53,6.851,0.0,0.0,0.199,-0.019,0.788,3.946,0.0220999999999999,0.23,1.06,2.86
COF,2016-05-31,CAPITAL ONE FINANCIAL CORP,11.0,1.0,6021,73.24,2363428.0,-0.007991,512099.0,72.83,74.35,74.19,-0.000348,0.00328,-0.001,37506130.76,17.44001496451144,0.0644465979393871,0.017503,37244655.0,1.5815309606170336,173097466.72,0.0195646183521631,0.0157424654974004,0.0114953913056809,0.0001321440212707,0.0001817605091159,0.017503,0.06363,0.022997,0.0488559999999999,0.017503,91.71,0.7986042961509104,-0.4372531099072985,9.571,1.338,12.357,9.844,9.924,10.645,10.614,1.461,3.065,0.319,0.152,0.259,0.259,0.259,0.222,0.238,0.021,0.083,0.071,0.318,0.08,0.052,0.083,0.29,0.2105,0.021,0.528,0.472,0.553,0.472,0.014,0.012,0.03,0.08,0.259,0.154,7.517,0.147,0.302,0.154,0.826,0.605,0.035,0.958,76.567,0.892,0.853,0.835,5.806,7.66,11.362,0.495,1.116,1.298,46.891,20.097,0.08,0.119,0.1,0.287,0.542,6.851,0.0,0.0,0.199,-0.026,0.786,1.377,0.0218,0.27,0.97,2.84
COF,2016-06-30,CAPITAL ONE FINANCIAL CORP,11.0,1.0,6021,63.51,6389716.0,0.025678,512099.0,61.42,63.53,62.42,0.013181,0.009829,0.013565,32523407.49,17.297470618520013,-0.0389585186025384,0.037881,37495888.78,2.8334353300266004,405810863.16,0.0203912923670431,0.0285038838728948,1.29740786334368,1.6832671638660133,0.0188672737517568,0.037881,-0.0347689999999999,-0.0077539999999999,-0.088911,0.037881,91.71,0.6925089957474648,0.6394701054475542,8.299,1.338,12.357,8.536,8.606,9.231,9.204,1.267,2.658,0.319,0.152,0.259,0.259,0.259,0.222,0.238,0.021,0.083,0.071,0.318,0.08,0.052,0.083,0.29,0.2105,0.021,0.528,0.472,0.553,0.472,0.014,0.012,0.03,0.08,0.259,0.154,7.517,0.147,0.302,0.154,0.826,0.605,0.035,0.958,76.567,0.892,0.853,0.835,5.806,7.66,11.362,0.495,1.116,1.298,46.891,20.097,0.08,0.119,0.1,0.287,0.542,6.851,0.0,0.0,0.199,-0.026,0.682,1.194,0.0252,0.27,0.91,2.92
COF,2016-07-31,CAPITAL ONE FINANCIAL CORP,11.0,1.0,6021,67.08,3632594.0,-0.005928,505900.0,67.04,67.72,67.19,0.00263,0.003096,0.001631,33935772.0,17.339980237235036,-0.0067709324298981,-0.006332,31709170.08,2.6648880997770976,243674405.52,0.0288099525290554,0.0163540426705769,-0.572058716269609,0.327251174860033,0.0175599134208251,-0.006332,-0.0064689999999999,0.00091,-0.049262,-0.006332,82.49,0.8131894775124258,-0.0491698358956782,8.66,1.338,12.357,9.016,9.089,9.75,9.722,1.322,2.773,0.319,0.152,0.259,0.259,0.259,0.222,0.238,0.021,0.083,0.071,0.318,0.08,0.052,0.083,0.29,0.2105,0.021,0.528,0.472,0.553,0.472,0.014,0.012,0.03,0.08,0.259,0.154,7.517,0.147,0.302,0.154,0.826,0.605,0.035,0.958,76.567,0.892,0.853,0.835,5.806,7.66,11.362,0.495,1.116,1.298,46.891,20.097,0.08,0.119,0.1,0.287,0.542,6.851,0.0,0.0,0.199,-0.026,0.711,1.262,0.0239,0.3,0.79,2.71
COF,2016-08-31,CAPITAL ONE FINANCIAL CORP,11.0,1.0,6021,71.6,6129403.0,0.018058,506077.0,70.385,71.72,70.39,-0.002578,-0.00381,-0.002376,36235113.2,17.40553918457197,0.0250692017254052,0.010053,33541170.0,1.6567098285480202,438865254.7999999,0.0163798933052821,0.0093054380925745,-0.00237084958567,5.620927757871953e-06,0.0002009583650753,0.010053,0.024883,0.002648,0.0182619999999999,0.010053,81.42,0.8793908130680421,3.045961108968785,9.189,1.497,12.357,9.637,9.728,10.113,10.113,1.377,2.935,0.331,0.152,0.252,0.252,0.252,0.221,0.239,0.021,0.084,0.068,0.318,0.08,0.052,0.084,0.29,0.2105,0.02,0.517,0.483,0.573,0.483,0.014,0.012,0.029,0.08,0.259,0.161,7.517,0.158,0.302,0.158,0.826,0.605,0.035,0.949,78.711,0.934,0.855,0.838,5.904,7.201,10.316,0.495,1.116,1.298,46.891,19.972,0.08,0.118,0.103,0.285,0.552,6.851,0.0,0.0,0.199,-0.026,0.753,1.262,0.0223,0.3,0.78,2.61
COF,2016-09-30,CAPITAL ONE FINANCIAL CORP,11.0,1.0,6021,71.83,3198792.0,0.020893,506077.0,70.63,72.19,70.87,0.00783,0.007534,0.007968,36351510.91,17.408746326692082,-0.0032575710106375,-0.019373,36235113.2,1.827597657401551,229769229.36,0.0187889236831919,0.0119424836617232,0.6509169153098552,0.4236928306364972,0.0197868204516247,-0.019373,-0.0025829999999999,0.02202,0.0553809999999999,-0.019373,81.42,0.8822156718251044,0.4147242533841663,9.218,1.497,12.357,9.668,9.76,10.145,10.145,1.382,2.944,0.331,0.152,0.252,0.252,0.252,0.221,0.239,0.021,0.084,0.068,0.318,0.08,0.052,0.084,0.29,0.2105,0.02,0.517,0.483,0.573,0.483,0.014,0.012,0.029,0.08,0.259,0.161,7.517,0.158,0.302,0.158,0.826,0.605,0.035,0.949,78.711,0.934,0.855,0.838,5.904,7.201,10.316,0.495,1.116,1.298,46.891,19.972,0.08,0.118,0.103,0.285,0.552,6.851,0.0,0.0,0.199,-0.026,0.756,1.262,0.0223,0.29,0.83,2.69
COF,2016-10-31,CAPITAL ONE FINANCIAL CORP,11.0,1.0,6021,74.04,3469463.0,-0.007906,489200.0,73.84,75.1433,75.13,0.00043,-0.001156,-0.000122,36220368.0,17.40513217050045,0.0500910896660724,-0.002273,36351510.91,1.971773200224321,256879040.52,0.0218456798767679,0.0093990179356815,-0.8604332669594814,0.7403454068905662,0.0151904113140652,-0.002273,0.049307,0.052724,-0.006564,-0.002273,81.42,0.909358879882093,0.1903410930459713,9.185,1.497,12.357,9.965,10.06,10.458,10.458,1.377,2.934,0.331,0.152,0.252,0.252,0.252,0.221,0.239,0.021,0.084,0.068,0.318,0.08,0.052,0.084,0.29,0.2105,0.02,0.517,0.483,0.573,0.483,0.014,0.012,0.029,0.08,0.259,0.161,7.517,0.158,0.302,0.158,0.826,0.605,0.035,0.949,78.711,0.934,0.855,0.838,5.904,7.201,10.316,0.495,1.116,1.298,46.891,19.972,0.08,0.118,0.103,0.285,0.552,6.851,0.0,0.0,0.199,-0.026,0.753,1.262,0.0216,0.33,0.98,2.61
COF,2016-11-30,CAPITAL ONE FINANCIAL CORP,11.0,1.0,6021,84.04,3800741.0,0.017433,482301.0,83.32,84.53,83.8,-0.001561,-0.000985,-0.002653,40532576.04000001,17.517616555430013,0.0198764178438848,-0.007689,36220368.0,2.6349552826188845,319414273.64000005,0.0174959206837275,0.0218276013524161,0.0065500538864071,4.290320591483747e-05,0.000153183537411,-0.007689,0.02146,0.028339,0.1083919999999999,-0.007689,84.62,0.9931458284093596,-0.1561072547470206,10.234,1.372,12.357,11.418,11.512,11.989,12.006,1.502,3.69,0.341,0.144,0.243,0.243,0.243,0.211,0.231,0.02,0.081,0.065,0.318,0.077,0.05,0.081,0.29,0.2105,0.019,0.502,0.498,0.599,0.498,0.015,0.013,0.031,0.08,0.259,0.17,7.517,0.168,0.302,0.164,0.826,0.605,0.035,0.943,81.251,0.994,0.858,0.841,6.049,6.388,9.111,0.495,1.116,1.298,46.891,18.691,0.08,0.118,0.106,0.283,0.564,6.851,0.0,0.0,0.199,-0.021,0.841,1.262,0.019,0.45,1.26,2.45
